spatially	{"ADV": 1}
incidental	{"ADJ": 2}
supposedly	{"ADV": 2}
simpletons	{"NOUN": 3}
reflectometer	{"NOUN": 1}
freezers	{"NOUN": 2}
domain	{"NOUN": 14}
Latent	{"ADJ": 6}
preschool	{"NOUN": 1}
forgiving	{"VERB": 2, "ADJ": 1, "NOUN": 1}
Art	{"NOUN": 59}
collars	{"NOUN": 13, "VERB": 1}
Stylet	{"NOUN": 1}
armies	{"NOUN": 5}
herbage	{"NOUN": 1}
clustering	{"VERB": 1, "NOUN": 1}
lighter	{"ADJ": 40}
hat	{"NOUN": 1}
Speeders	{"NOUN": 1}
navvy	{"NOUN": 1}
smooths	{"NOUN": 1}
crawling	{"VERB": 2}
Palmetto	{"PROPN": 1}
methylation	{"NOUN": 1}
Neonates	{"NOUN": 1}
telcos	{"NOUN": 1}
Cyclists	{"NOUN": 8}
Cats	{"NOUN": 165}
Fine	{"ADJ": 9, "PROPN": 1}
dealer	{"NOUN": 5}
angered	{"VERB": 1}
Inference	{"NOUN": 2}
phosphate	{"ADJ": 7, "NOUN": 16, "VERB": 3}
Taiwan	{"PROPN": 2}
Cases	{"NOUN": 4}
Serial	{"ADJ": 4}
excited	{"ADJ": 10}
Semitic	{"ADJ": 1}
midpoints	{"NOUN": 1}
Benthic	{"ADJ": 2}
millionaire	{"NOUN": 1}
Wooly	{"ADJ": 1}
subluxation	{"NOUN": 1}
purr	{"NOUN": 1, "VERB": 1}
Chiggers	{"NOUN": 2, "PROPN": 1}
Partridge	{"NOUN": 1}
Temperament	{"PROPN": 1, "NOUN": 1}
hosta	{"NOUN": 1}
specialty	{"NOUN": 17}
foimd	{"ADJ": 1}
acknowledge	{"VERB": 5}
Hyaline	{"PROPN": 2}
Radioactive	{"ADJ": 15}
Rorqual	{"ADJ": 1}
regularly	{"ADV": 39}
Weight	{"NOUN": 61}
Smoked	{"ADJ": 2}
immobile	{"ADJ": 2}
nucleate	{"VERB": 1}
Rocks	{"NOUN": 18}
Camellias	{"PROPN": 2}
housetrain	{"VERB": 1}
newlines	{"NOUN": 1}
establishment	{"NOUN": 3}
usable	{"ADJ": 5}
propolis	{"NOUN": 1}
uninfected	{"ADJ": 2}
Educations	{"NOUN": 1}
heartworm	{"NOUN": 6}
XX	{"PROPN": 2}
obstruct	{"VERB": 3, "NOUN": 1}
Background	{"NOUN": 2}
r	{"NOUN": 2}
Monarch	{"PROPN": 13}
granulosa	{"NOUN": 2}
An	{"DET": 347}
greet	{"VERB": 3}
thinnest	{"ADJ": 1}
blackbird	{"NOUN": 1}
loudspeakers	{"NOUN": 2}
epicycle	{"NOUN": 1}
Phimosis	{"PROPN": 1}
rotation	{"NOUN": 23}
Skinny	{"ADJ": 1}
preembryos	{"NOUN": 1}
Dwarfed	{"ADJ": 1}
devised	{"VERB": 2}
Staying	{"VERB": 1}
magma	{"NOUN": 14}
sounds	{"NOUN": 70, "VERB": 15}
advertising	{"NOUN": 32}
crabs	{"NOUN": 95, "VERB": 5}
Reddish	{"ADJ": 1}
retards	{"DET": 1, "NOUN": 1}
sulfur	{"NOUN": 31}
Brahmaputra	{"PROPN": 1}
guide	{"VERB": 13, "NOUN": 4}
cotton	{"NOUN": 20}
Denturists	{"NOUN": 1}
objections	{"NOUN": 1}
fraternity	{"NOUN": 1}
Cocuswood	{"PROPN": 1}
mature	{"ADJ": 59, "VERB": 36}
transporting	{"NOUN": 1, "VERB": 6}
cockatiels	{"NOUN": 4}
Scrubbers	{"NOUN": 1}
Knockoffs	{"PROPN": 1}
tenon	{"NOUN": 2}
cabinet	{"NOUN": 4}
Coasters	{"NOUN": 1}
canfield	{"NOUN": 1}
olivine	{"NOUN": 2}
delusions	{"NOUN": 1}
hydroponic	{"ADJ": 1}
peppercorn	{"NOUN": 1}
Antipsychotic	{"ADJ": 2}
excess	{"ADJ": 62, "NOUN": 17}
irresponsible	{"ADJ": 2}
Stabled	{"VERB": 1}
Ham	{"NOUN": 1}
chipboards	{"NOUN": 1}
scents	{"NOUN": 12}
gestational	{"ADJ": 6}
salmonid	{"ADJ": 1, "NOUN": 1}
Angelfishes	{"NOUN": 1}
tides	{"NOUN": 17}
Elder	{"NOUN": 5}
briefcase	{"NOUN": 2}
vegetatively	{"ADV": 1}
NM	{"PROPN": 1}
willet	{"NOUN": 1}
minority	{"NOUN": 18}
chuppah	{"NOUN": 1}
sparkling	{"VERB": 1}
Survey	{"NOUN": 1}
Thyroids	{"NOUN": 2}
include	{"VERB": 244}
Agronomists	{"NOUN": 2}
Cooper	{"PROPN": 1}
metastatic	{"ADJ": 2}
facilitated	{"ADJ": 1}
caregivers	{"NOUN": 11}
Coagulative	{"ADJ": 1}
flly	{"ADV": 1}
Hydrolytic	{"ADJ": 1}
interpersonal	{"ADJ": 9}
diferences	{"NOUN": 1}
Saleable	{"ADJ": 1}
Flavorings	{"NOUN": 1}
Aflatoxins	{"NOUN": 2}
Certify	{"VERB": 2}
Raster	{"NOUN": 2}
worn	{"VERB": 14, "ADJ": 6}
involuntarily	{"ADV": 1}
Bucks	{"NOUN": 12}
Solait	{"PROPN": 1}
Steamer	{"NOUN": 1}
pairing	{"VERB": 1, "NOUN": 1}
Schools	{"NOUN": 25}
Chicot	{"PROPN": 1}
Preheated	{"ADJ": 1}
Psychological	{"ADJ": 14}
legitimate	{"ADJ": 5}
squall	{"NOUN": 1}
Tiny	{"ADJ": 14}
ideologic	{"ADJ": 1}
bombard	{"VERB": 1}
Quetzals	{"NOUN": 1}
encircling	{"VERB": 1}
prostate	{"NOUN": 37}
casino	{"NOUN": 2}
Society	{"NOUN": 22}
shed	{"VERB": 65, "NOUN": 1, "ADJ": 1}
riding	{"NOUN": 8, "VERB": 11}
muscled	{"VERB": 1}
Charter	{"NOUN": 6}
cantilever	{"NOUN": 1}
Kiloliter	{"NOUN": 1}
Tornadoes	{"NOUN": 31}
Everymans	{"NOUN": 2}
Republic	{"PROPN": 1}
commentators	{"NOUN": 1}
Fraud	{"PROPN": 3}
Mummification	{"NOUN": 1}
remote	{"ADJ": 19}
natrual	{"ADJ": 1}
Welfare	{"NOUN": 4}
batiste	{"NOUN": 1}
razzmatazz	{"NOUN": 1}
Rustic	{"ADJ": 1}
communism	{"NOUN": 3}
japans	{"NOUN": 3}
Composers	{"NOUN": 2}
firewood	{"NOUN": 5}
Yaw	{"NOUN": 1}
darkens	{"VERB": 4}
Inbal	{"ADJ": 1}
deem	{"VERB": 1}
genius	{"NOUN": 2}
coastlines	{"NOUN": 10}
sincerest	{"ADJ": 2}
Claws	{"PROPN": 4, "NOUN": 3}
ancestor	{"NOUN": 10}
standby	{"NOUN": 1}
Religions	{"NOUN": 7}
interrelatedness	{"NOUN": 1}
instigating	{"VERB": 1}
christianity	{"NOUN": 1}
interior	{"PROPN": 3, "NOUN": 10, "ADJ": 15}
methenamine	{"NOUN": 1}
Oatmeals	{"NOUN": 1}
Ponytails	{"NOUN": 1}
psychologenic	{"ADJ": 1}
Stamens	{"NOUN": 2}
hail	{"NOUN": 5}
Freshness	{"NOUN": 2}
Glaciated	{"VERB": 2}
Troopers	{"NOUN": 2}
Polyester	{"NOUN": 6}
piggyback	{"NOUN": 1}
canonist	{"NOUN": 1}
perfumed	{"ADJ": 1, "VERB": 2}
Absolutes	{"NOUN": 2}
accomplishing	{"VERB": 5}
Shoppers	{"NOUN": 3}
paladins	{"NOUN": 1}
Hackberries	{"NOUN": 1}
Encoding	{"NOUN": 2}
Breathy	{"ADJ": 1}
fertilize	{"VERB": 7}
raspberry	{"NOUN": 1}
profiling	{"NOUN": 1}
engender	{"VERB": 2}
Hydrofoils	{"NOUN": 2}
sitter	{"ADJ": 1}
Muskmelon	{"PROPN": 1}
Trauma	{"PROPN": 2}
splatters	{"NOUN": 1}
Compactness	{"ADJ": 1}
acquisitions	{"NOUN": 2}
circle	{"NOUN": 14, "VERB": 2}
ploughing	{"VERB": 1}
pirating	{"VERB": 1}
calcite	{"NOUN": 5}
corvette	{"NOUN": 1}
wagon	{"NOUN": 3}
similarly	{"ADV": 13}
dementia	{"NOUN": 7}
penitent	{"VERB": 1}
Mayonnaise	{"PROPN": 2, "NOUN": 1}
successor	{"NOUN": 1}
lycanthropes	{"NOUN": 1}
Errors	{"NOUN": 3}
Prokaryotic	{"ADJ": 8}
Mutual	{"ADJ": 10}
Lupine	{"PROPN": 1, "ADJ": 1}
Snowplows	{"NOUN": 1}
landscapes	{"NOUN": 26}
sedges	{"NOUN": 2}
Repair	{"NOUN": 1, "PROPN": 1}
Architecture	{"PROPN": 6, "NOUN": 1}
footslopes	{"NOUN": 1}
pyramid	{"NOUN": 5}
message	{"NOUN": 26}
worries	{"NOUN": 3}
Inflation	{"NOUN": 23}
reflector	{"NOUN": 2}
issuance	{"NOUN": 2}
rote	{"ADJ": 1}
altogether	{"ADV": 2}
Visitation	{"NOUN": 1}
migrates	{"VERB": 1}
Authorization	{"NOUN": 1}
adopt	{"VERB": 9}
vitality	{"NOUN": 5}
nurture	{"NOUN": 3, "VERB": 3}
Sensuality	{"NOUN": 3}
stage	{"NOUN": 81, "VERB": 1}
infrastructures	{"NOUN": 7}
mayors	{"NOUN": 1}
meaningful	{"ADJ": 11}
chip	{"NOUN": 3}
Puddles	{"NOUN": 2}
rhythms	{"NOUN": 4}
romping	{"VERB": 1}
Prominences	{"NOUN": 2}
initiated	{"VERB": 4}
attractive	{"ADJ": 40}
vaginas	{"NOUN": 1}
Filet	{"PROPN": 1}
talus	{"NOUN": 3, "ADJ": 1}
contents	{"NOUN": 15, "VERB": 1}
muskrats	{"NOUN": 3}
manned	{"ADJ": 2, "VERB": 1}
Recognition	{"PROPN": 1}
casts	{"VERB": 3}
decibel	{"NOUN": 1}
Goiters	{"NOUN": 2}
mercy	{"NOUN": 5}
commute	{"NOUN": 1}
non	{"NOUN": 8, "ADJ": 236}
monounsatured	{"VERB": 1}
ale	{"NOUN": 2}
Hunters	{"NOUN": 21}
neoprenish	{"ADJ": 1}
raptor	{"NOUN": 1}
effacement	{"NOUN": 1}
Gamblers	{"NOUN": 3}
Practices	{"NOUN": 1}
activates	{"VERB": 6}
squared	{"VERB": 5}
marinates	{"NOUN": 1}
optometrists	{"NOUN": 2}
indicates	{"VERB": 52}
Gasolines	{"NOUN": 2}
vowels	{"NOUN": 8}
becomes	{"VERB": 100, "AUX": 5}
stolons	{"NOUN": 6}
Migrations	{"NOUN": 1}
endings	{"NOUN": 13}
Effectors	{"NOUN": 1}
cults	{"NOUN": 7}
markets	{"VERB": 1, "NOUN": 60}
friendliest	{"ADJ": 1}
usefulness	{"NOUN": 2}
Jordanian	{"ADJ": 1}
depolarization	{"NOUN": 1}
Submissive	{"ADJ": 1}
Operators	{"NOUN": 1}
periodical	{"NOUN": 1}
spectators	{"NOUN": 1}
hymen	{"NOUN": 1}
Songbirds	{"NOUN": 8}
Rounder	{"NOUN": 1}
quadrupedal	{"ADJ": 2}
Bidets	{"NOUN": 1}
Counts	{"PROPN": 1}
dermatophytosis	{"NOUN": 1}
parvovirus	{"NOUN": 4}
segregationist	{"NOUN": 1}
refer	{"VERB": 62}
cardiomyopathies	{"NOUN": 1}
Microtomes	{"PROPN": 1}
flamingos	{"NOUN": 12, "ADJ": 1}
electromechanical	{"ADJ": 1}
Petrochemicals	{"NOUN": 2}
crackle	{"NOUN": 1, "ADJ": 1}
complexities	{"NOUN": 1}
Theism	{"NOUN": 2}
hyperchromatic	{"ADJ": 1}
contrition	{"NOUN": 1}
Dialog	{"PROPN": 2}
Transform	{"NOUN": 1}
superclasses	{"NOUN": 1}
Northwest	{"PROPN": 6}
patents	{"NOUN": 10}
sustained	{"ADJ": 4, "VERB": 4}
skit	{"NOUN": 1}
boobies	{"NOUN": 1}
Dunes	{"NOUN": 5}
Condensates	{"NOUN": 1}
Bangladesh	{"PROPN": 1}
aliens	{"NOUN": 2}
inhaler	{"NOUN": 1}
business	{"NOUN": 222}
Carbon	{"PROPN": 128, "NOUN": 3}
Faecal	{"ADJ": 1}
Gauges	{"NOUN": 2}
Skyscrapers	{"NOUN": 8}
opportunities	{"NOUN": 27}
suitabilities	{"NOUN": 1}
clamping	{"VERB": 1}
Blockades	{"NOUN": 1}
racist	{"ADJ": 3}
Aphrodite	{"PROPN": 1}
Impaired	{"ADJ": 3}
importance	{"NOUN": 62}
disagreeable	{"ADJ": 3}
Partnerships	{"NOUN": 5}
Camera	{"NOUN": 4}
hut	{"NOUN": 1}
plasticizers	{"NOUN": 1}
alarmed	{"VERB": 3}
laceration	{"NOUN": 2}
twitch	{"NOUN": 1}
Panicles	{"NOUN": 1}
Migraines	{"NOUN": 8}
disregard	{"NOUN": 2, "VERB": 1}
puttings	{"NOUN": 1}
puffballs	{"NOUN": 3}
thankfulness	{"NOUN": 1}
designation	{"NOUN": 1}
except	{"SCONJ": 81}
Novitiates	{"NOUN": 1}
Neutered	{"VERB": 5}
Carrot	{"PROPN": 1}
Plunger	{"NOUN": 1}
turban	{"NOUN": 1}
Ointments	{"NOUN": 2}
liberalization	{"NOUN": 2}
springtails	{"NOUN": 4}
Photochromic	{"ADJ": 1}
Articial	{"ADJ": 1}
ABS	{"NOUN": 1}
nonhalogenated	{"ADJ": 1}
cytochromes	{"NOUN": 1}
allegedly	{"ADV": 1}
Sigmoidoscopy	{"NOUN": 1}
rocky	{"ADJ": 30}
Telephone	{"NOUN": 5}
decomposition	{"NOUN": 24}
interested	{"ADJ": 29}
milder	{"NOUN": 3, "ADJ": 1}
significations	{"NOUN": 1}
Runny	{"ADJ": 1}
fostered	{"VERB": 2}
Fights	{"VERB": 1}
takers	{"NOUN": 3}
grenadine	{"NOUN": 1}
musette	{"NOUN": 1}
Fetishism	{"NOUN": 1}
Lore	{"PROPN": 1}
Greeters	{"NOUN": 1}
pulleys	{"NOUN": 3}
inns	{"NOUN": 1}
printing	{"NOUN": 6, "VERB": 6}
grapes	{"NOUN": 20}
animations	{"NOUN": 1}
Pharmacies	{"NOUN": 2}
prisoners	{"NOUN": 3}
Lodging	{"NOUN": 1}
Extraocular	{"ADJ": 1}
cnidarian	{"NOUN": 1, "ADJ": 1}
Fascicular	{"ADJ": 1}
zillions	{"NOUN": 1}
Curricula	{"PROPN": 2}
Dissection	{"NOUN": 2}
noxious	{"ADJ": 9}
twinning	{"NOUN": 1}
Oolongs	{"NOUN": 1}
telepathy	{"ADJ": 2}
Holders	{"NOUN": 1}
shelterings	{"NOUN": 1}
Counselors	{"NOUN": 7}
Cartons	{"NOUN": 2}
depriving	{"VERB": 4}
Bridesmaids	{"NOUN": 2}
gasohol	{"NOUN": 1}
umbrellas	{"NOUN": 1}
Balconies	{"NOUN": 1}
describe	{"VERB": 110, "NOUN": 2}
cardiovascular	{"ADJ": 27}
overwhelming	{"ADJ": 8}
Factory	{"NOUN": 1}
Lake	{"PROPN": 27}
clever	{"ADJ": 2}
Ribose	{"PROPN": 1}
Excuses	{"NOUN": 1}
Nepal	{"PROPN": 3}
Strait	{"PROPN": 1}
photographs	{"NOUN": 12}
Rugbies	{"NOUN": 1}
programming	{"NOUN": 32, "VERB": 4}
Endemics	{"NOUN": 1}
feet	{"NOUN": 222}
rhinoceros	{"NOUN": 1}
prosodic	{"ADJ": 1}
renewables	{"NOUN": 1}
Mitral	{"ADJ": 1}
strangling	{"NOUN": 1}
externally	{"ADV": 6}
Ornaments	{"NOUN": 1}
unspoken	{"ADJ": 2}
amenity	{"NOUN": 1}
prolegs	{"NOUN": 1}
stimulant	{"NOUN": 12, "ADJ": 7}
Tempera	{"NOUN": 1, "PROPN": 1}
fanaticism	{"NOUN": 1}
Freezer	{"PROPN": 1}
Democracy	{"NOUN": 50}
Horse	{"NOUN": 19, "PROPN": 1}
chordophone	{"NOUN": 1}
CERA	{"NOUN": 1}
Blossom	{"PROPN": 1}
pertain	{"VERB": 3}
cohesive	{"ADJ": 2}
granit	{"VERB": 1}
magnify	{"VERB": 5}
neurologists	{"NOUN": 2}
Sunscreen	{"NOUN": 1}
theropods	{"NOUN": 7}
relive	{"VERB": 2, "ADJ": 1}
Corporal	{"ADJ": 4}
interpolation	{"NOUN": 1}
semisolid	{"ADJ": 1}
charcoal	{"NOUN": 10}
pyrimidines	{"NOUN": 2}
forums	{"NOUN": 3}
skeletal	{"ADJ": 31}
Petioles	{"NOUN": 1, "PROPN": 3}
Meadow	{"NOUN": 2}
attractant	{"NOUN": 1, "ADJ": 1}
Testosterone	{"PROPN": 3, "NOUN": 1}
tyrannosaurs	{"NOUN": 1}
Nibbler	{"NOUN": 2}
Collimation	{"NOUN": 1}
Referees	{"NOUN": 2}
acid	{"NOUN": 240, "PROPN": 51, "ADJ": 52, "VERB": 1}
trans	{"NOUN": 3}
spinach	{"NOUN": 10}
cardinals	{"NOUN": 11}
pollutants	{"NOUN": 49}
rented	{"VERB": 3}
subtle	{"ADJ": 14}
tanners	{"NOUN": 1}
biochemical	{"ADJ": 10}
Balanitis	{"PROPN": 1}
Logs	{"NOUN": 1}
backing	{"NOUN": 2}
underpriced	{"ADJ": 1}
unchanging	{"ADJ": 1}
monastic	{"ADJ": 2}
intensifies	{"NOUN": 2, "VERB": 3}
chlorthalidone	{"NOUN": 1}
annul	{"VERB": 1}
subservience	{"NOUN": 1}
disappearance	{"NOUN": 4}
detest	{"ADV": 1}
supremacy	{"NOUN": 4}
rove	{"NOUN": 1}
hemipterans	{"NOUN": 1}
bakery	{"NOUN": 2}
furrows	{"NOUN": 1}
Benign	{"ADJ": 6, "PROPN": 1}
ovum	{"NOUN": 5, "VERB": 1}
stein	{"NOUN": 1}
reflexivity	{"NOUN": 1}
hardware	{"NOUN": 18}
Pimas	{"PROPN": 1}
Inspection	{"NOUN": 1}
millennia	{"NOUN": 1}
UV	{"NOUN": 25}
locality	{"NOUN": 1}
corn	{"NOUN": 68}
Palates	{"NOUN": 1}
Addicts	{"NOUN": 12}
northerly	{"ADV": 1}
frightening	{"ADJ": 5}
dilate	{"VERB": 2, "NOUN": 1}
Heroin	{"PROPN": 1, "NOUN": 1}
Relativism	{"PROPN": 1}
hearth	{"NOUN": 1}
cAMP	{"NOUN": 1}
Photocopies	{"NOUN": 1}
religon	{"NOUN": 1}
tardive	{"ADJ": 1}
persevere	{"VERB": 1}
enliven	{"VERB": 1}
arid	{"ADJ": 27, "VERB": 1, "NOUN": 1}
Byproduct	{"NOUN": 1}
Vertical	{"ADJ": 12}
nonsense	{"NOUN": 5}
communally	{"ADV": 1}
overwash	{"NOUN": 2}
selenium	{"NOUN": 7}
Hearsay	{"PROPN": 1}
deviant	{"ADJ": 3}
fossil	{"NOUN": 51, "ADJ": 6}
Pines	{"NOUN": 2}
Euthanasia	{"PROPN": 1}
Zoologist	{"PROPN": 1}
bunny	{"NOUN": 1}
primate	{"NOUN": 6, "ADJ": 1}
curriculum	{"NOUN": 4}
Spironolactone	{"NOUN": 1}
Glycerine	{"PROPN": 1}
damnation	{"NOUN": 1}
carving	{"NOUN": 3, "VERB": 1}
Flux	{"PROPN": 1}
seral	{"ADJ": 1}
robs	{"VERB": 4}
Bare	{"ADJ": 3}
orphanages	{"NOUN": 2}
epiglottises	{"NOUN": 1}
diocesan	{"ADJ": 2}
closes	{"VERB": 3, "NOUN": 2}
Lighthouses	{"PROPN": 2, "NOUN": 1}
purebred	{"ADJ": 1, "VERB": 1}
speckles	{"NOUN": 2}
chairpersons	{"NOUN": 1}
air	{"NOUN": 584, "ADJ": 1, "VERB": 1}
taxiways	{"NOUN": 1}
Thrashing	{"VERB": 1}
Inaccessible	{"ADJ": 2}
misleading	{"ADJ": 2}
overstimulation	{"NOUN": 1}
simulate	{"VERB": 10}
transpire	{"VERB": 1}
Smokeless	{"ADJ": 4}
Wick	{"PROPN": 3}
Cloudless	{"NOUN": 1}
stream	{"NOUN": 57, "VERB": 2}
circumcised	{"VERB": 1}
Graffiti	{"PROPN": 2}
ingestions	{"NOUN": 1}
Seismic	{"ADJ": 3}
Drinking	{"NOUN": 6, "VERB": 3}
responds	{"VERB": 15}
Equal	{"ADJ": 2}
buffaloes	{"NOUN": 2}
dormant	{"ADJ": 23}
pramoxine	{"NOUN": 1}
sinners	{"NOUN": 5}
submergence	{"NOUN": 2}
enchantments	{"NOUN": 2}
earners	{"NOUN": 4}
started	{"VERB": 11}
Torsion	{"NOUN": 2}
giftedness	{"NOUN": 1}
nationalities	{"NOUN": 1}
Convicts	{"NOUN": 2}
toxicants	{"NOUN": 1}
follicles	{"NOUN": 17}
Battle	{"NOUN": 1}
truths	{"NOUN": 8}
lambertian	{"ADJ": 1}
honeycombs	{"NOUN": 1}
vischemla	{"NOUN": 1}
Illustrator	{"NOUN": 1}
Reservoirs	{"NOUN": 2}
disrupters	{"NOUN": 1}
melting	{"NOUN": 9, "VERB": 6}
Solders	{"NOUN": 1}
swath	{"NOUN": 1}
Pillow	{"PROPN": 2, "NOUN": 1}
updraft	{"NOUN": 3}
Xenophobia	{"PROPN": 1, "NOUN": 1}
venue	{"NOUN": 2}
dissociates	{"VERB": 1}
corporal	{"ADJ": 1}
Engine	{"NOUN": 2}
Conjoined	{"VERB": 1}
permutations	{"NOUN": 1}
overfat	{"ADJ": 1, "NOUN": 1}
crockery	{"NOUN": 1}
antacids	{"NOUN": 3}
achieve	{"VERB": 47}
urchins	{"NOUN": 33, "VERB": 2}
incredibly	{"ADV": 12}
defecation	{"NOUN": 1}
atrial	{"ADJ": 9}
janitor	{"NOUN": 1}
monasteries	{"NOUN": 3}
decode	{"ADJ": 1}
Doorsteps	{"NOUN": 1}
Press	{"NOUN": 5}
sweetish	{"ADJ": 1}
Rhymes	{"NOUN": 2}
innately	{"ADV": 1}
Arnica	{"PROPN": 2}
Preclinical	{"ADJ": 1}
Breed	{"PROPN": 1}
weakly	{"ADV": 3, "ADJ": 3}
languages	{"NOUN": 66}
urinate	{"VERB": 4, "ADJ": 1}
tasmanian	{"ADJ": 1, "NOUN": 1}
complicate	{"VERB": 4}
Dreams	{"NOUN": 22}
Prompts	{"NOUN": 1}
Duckweed	{"PROPN": 2}
Waxy	{"PROPN": 1}
folic	{"NOUN": 5, "VERB": 2, "ADJ": 6}
forcibly	{"ADV": 2}
Crackles	{"NOUN": 1}
successors	{"NOUN": 1}
Hypernatremia	{"NOUN": 1}
immutable	{"ADJ": 1}
subjected	{"VERB": 1}
Mirage	{"PROPN": 1}
Asymptotes	{"NOUN": 1}
Cartilages	{"NOUN": 1}
Hills	{"NOUN": 3, "PROPN": 1}
analogous	{"ADJ": 10}
banned	{"VERB": 5}
exploring	{"VERB": 4, "NOUN": 1}
Positivists	{"NOUN": 1}
lechwes	{"NOUN": 1}
Resources	{"NOUN": 7}
leaders	{"NOUN": 42}
curette	{"NOUN": 1}
paced	{"VERB": 4}
lifting	{"VERB": 3, "NOUN": 5}
springy	{"VERB": 1}
inequities	{"NOUN": 1}
thrust	{"VERB": 2, "NOUN": 2}
grows	{"VERB": 116}
ginkgo	{"VERB": 2, "NOUN": 1}
lyme	{"NOUN": 1}
realistic	{"ADJ": 4}
Just	{"ADV": 1}
clades	{"NOUN": 1}
toolmakers	{"NOUN": 1}
flavoured	{"ADJ": 1, "VERB": 1}
chickweed	{"NOUN": 2}
northwest	{"NOUN": 3, "ADJ": 1, "ADV": 1}
Learned	{"VERB": 1}
spindles	{"NOUN": 1}
multibillion	{"NUM": 1}
Otosclerosis	{"NOUN": 1}
bleeding	{"NOUN": 19, "VERB": 23}
Diplomacy	{"NOUN": 4}
bolo	{"ADJ": 1}
conceal	{"VERB": 3}
SACs	{"PROPN": 1}
molybdenite	{"NOUN": 1}
Memorization	{"NOUN": 1}
pectinate	{"ADJ": 1}
room	{"NOUN": 72}
kudu	{"NOUN": 1}
staircases	{"NOUN": 6}
Wheeling	{"NOUN": 1}
added	{"VERB": 48}
broadcasters	{"NOUN": 2}
ionising	{"VERB": 1}
western	{"ADJ": 50}
chemotactically	{"ADV": 1}
recommit	{"VERB": 1}
centimeters	{"NOUN": 8}
bookstores	{"NOUN": 5}
Textures	{"NOUN": 1}
carnival	{"NOUN": 1}
Emollients	{"NOUN": 1}
vermicastings	{"NOUN": 1}
