image_path,caption
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/62554_1.jpg,a plate of food on a table next to some other plates of food
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/312421_2.jpg,a paper bag on top of a table
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/111207_0.jpg,Two pictures of a guy with a black shirt and boots on with a skateboard.
../../coco-counterfactuals/synthetic-images-for-original-captions/533493_3.jpg,Three men playing frisbee with a blue sky in background.
../../coco-counterfactuals/synthetic-images-for-original-captions/493019_0.jpg,A herd of giraffe standing next to each other eating.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/224807_1.jpg,A group of guys that are sitting at a table talking.
../../coco-counterfactuals/synthetic-images-for-original-captions/559099_2.jpg,Cows spread out and graze throughout a wide-open pasture.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/569059_3.jpg,This desk has a desk top computer along with speakers and a lamp
../../coco-counterfactuals/synthetic-images-for-original-captions/427338_2.jpg,Person on motorcycle in a very scenic rock area.
../../coco-counterfactuals/synthetic-images-for-original-captions/369370_1.jpg,A delicious sandwich layered with meat and dressed with avocado lies on a cutting board.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/230166_1.jpg,"A flock of birds, some numbered grazing in a grass field."
../../coco-counterfactuals/synthetic-images-for-original-captions/282296_0.jpg,"Old refrigerator in dark, messy store room with tiled floor."
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/293245_2.jpg,A motorcycle is placed next to a 500 GT.
../../coco-counterfactuals/synthetic-images-for-original-captions/94944_2.jpg,"man on his knees with his snow board still attached, hands on hips"
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/210273_3.jpg,a bunch of people are coming down the road
../../coco-counterfactuals/synthetic-images-for-original-captions/562581_4.jpg,A person is ready to hit a tennis ball on a tennis court.
../../coco-counterfactuals/synthetic-images-for-original-captions/494869_1.jpg,"An older image of a toddler, dog, and adult doing dishes. "
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/2923_1.jpg,An overcast day at home with sea birds resting in the nearby marsh.
../../coco-counterfactuals/synthetic-images-for-original-captions/206411_0.jpg,A hand spraying water into a white toilet bowl.
../../coco-counterfactuals/synthetic-images-for-original-captions/413404_3.jpg,a park with benches and lots of trees.
../../coco-counterfactuals/synthetic-images-for-original-captions/473015_1.jpg,A duck is floating in the pond next to muddy mounds in the water.
../../coco-counterfactuals/synthetic-images-for-original-captions/288685_2.jpg,Many people watch a man and dog herd sheep.
../../coco-counterfactuals/synthetic-images-for-original-captions/146155_3.jpg,Two guys are smiling while enjoying a beer.
../../coco-counterfactuals/synthetic-images-for-original-captions/489611_0.jpg,A young boy holding Nintendo Wii game controllers.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/376442_3.jpg,There is a stuffed monkey sitting on the toliet.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/330396_3.jpg,Two guys standing need the surf line on pebble beach.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/324715_3.jpg,A picture of a table and some items on the table.
../../coco-counterfactuals/synthetic-images-for-original-captions/158945_4.jpg,An elephant with a chair on top of it and a man standing on a balcony. 
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/273232_2.jpg,A fisherman and his dog are coming out of the water
../../coco-counterfactuals/synthetic-images-for-original-captions/461751_2.jpg,A man on a motorcycle driving beside a van.
../../coco-counterfactuals/synthetic-images-for-original-captions/459195_0.jpg,A group of people that are sitting on a log.
../../coco-counterfactuals/synthetic-images-for-original-captions/402096_0.jpg,A traffic sign has been vandalized to look like a scary face.
../../coco-counterfactuals/synthetic-images-for-original-captions/352684_3.jpg,A professionally dressed man poses for the camera.
../../coco-counterfactuals/synthetic-images-for-original-captions/206025_4.jpg,A business man with a striped blue tie standing in front of a palm tree.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/119911_1.jpg,A kid doing tricks on a skateboard in the street near a house.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/212573_1.jpg,Two girls under an umbrella standing in the rain.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/108495_3.jpg,A girl is sitting on the beach on her skate board.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/345466_2.jpg,"A soccer player pitching a ball on a field,"
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/403565_4.jpg,A person wearing a red biker jacket stands next to his bike.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/568213_0.jpg,A group of men standing on top of a field together.
../../coco-counterfactuals/synthetic-images-for-original-captions/391290_4.jpg,One girl trying to block another girl from catching a Frisbee.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/442993_0.jpg,A large clock tower towering over a valley glowing brightly at night.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/47819_0.jpg,A man standing behind a brown bag carrying lots of luggage.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/7991_4.jpg,Carrots and small green beans on a white bread.
../../coco-counterfactuals/synthetic-images-for-original-captions/538458_1.jpg,young men filming skating tricks on their skateboards
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/175443_3.jpg,Teddy Roosevelt with a red bow hanging on a Christmas tree.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/396526_1.jpg,a room with chairs near a window
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/571313_2.jpg,A computer is on a desk across from a desk.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/410221_1.jpg,"An airliner as seen from the ground, through some railway lines."
../../coco-counterfactuals/synthetic-images-for-original-captions/200421_2.jpg,A young boy in a birthday hat holds a tennis racquet
../../coco-counterfactuals/synthetic-images-for-original-captions/468632_3.jpg,A group of men that are on a field playing frisbee.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/549738_0.jpg,A kite is flying in a clear field.
../../coco-counterfactuals/synthetic-images-for-original-captions/521717_1.jpg,A woman that is hold a device in her hand while standing on a court.
../../coco-counterfactuals/synthetic-images-for-original-captions/249550_3.jpg,A bed is shown with a rug and side table.
../../coco-counterfactuals/synthetic-images-for-original-captions/295420_2.jpg,a blue garbage truck outside a big house.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/460229_3.jpg,a blue dump truck stopped at a stop sign
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/460147_3.jpg,Traffic can be seen far down the road in this video.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/280918_1.jpg,Two guys are taking a turkey out of the oven.
../../coco-counterfactuals/synthetic-images-for-original-captions/8277_0.jpg,The meal consists of chopped chicken with cheese and brocolli.
../../coco-counterfactuals/synthetic-images-for-original-captions/300842_4.jpg,a person that is standing on a skateboard
../../coco-counterfactuals/synthetic-images-for-original-captions/496409_4.jpg,A skier slaloms down a snowy hill in low visibility
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/147223_2.jpg,A small school bus with advertising on the side and back
../../coco-counterfactuals/synthetic-images-for-original-captions/378515_4.jpg,Vendors selling produce at an outside market. 
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/562581_1.jpg,A boy getting ready to swing at a tennis ball.
../../coco-counterfactuals/synthetic-images-for-original-captions/6763_2.jpg,A man and woman standing next to a table.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/295420_4.jpg,Blue cars rolling down the side of a city street.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/69356_2.jpg,A street vendor and a customer on a sidewalk.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/308328_2.jpg,A group of passengers loading luggage onto an airplane.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/360661_0.jpg,A couple of jockey's riding the horses through the field.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/508730_2.jpg,Two girls are practicing using the potty next to each other.
../../coco-counterfactuals/synthetic-images-for-original-captions/405970_3.jpg,A very nice looking room with some nice windows.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/482436_0.jpg,The woman in the window and the man looking into the window are making eye contact.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/500613_2.jpg,A fire engine parked in a parking garage.
../../coco-counterfactuals/synthetic-images-for-original-captions/349302_2.jpg,Two giraffes standing next to power lines in the sand.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/261061_4.jpg,A girl throwing a boomerang in a park.
../../coco-counterfactuals/synthetic-images-for-original-captions/467776_4.jpg,this is a farm scene showing mother cow  with calf in the grassy pasture.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/17029_1.jpg,A dog jumping to catch a red frisbee in a park
../../coco-counterfactuals/synthetic-images-for-original-captions/36861_2.jpg,A double parking meter stands on the street. 
../../coco-counterfactuals/synthetic-images-for-original-captions/173302_3.jpg,An empty restaurant with two employees working behind the counter.
../../coco-counterfactuals/synthetic-images-for-original-captions/350405_1.jpg,A man on a snowboard in the snow.
../../coco-counterfactuals/synthetic-images-for-original-captions/453302_4.jpg,A break room kitchen is shown with two microwaves.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/478862_3.jpg,A large boat with two propellers on it
../../coco-counterfactuals/synthetic-images-for-original-captions/335529_0.jpg,A wooden bench sitting next to a large body of water.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/301867_4.jpg,Three young women smile brightly together under a large tree.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/165831_2.jpg,"A giant bowl of food, with noodles and other food on it."
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/113720_1.jpg,A woman and woman are sitting at a table eating pizza.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/128658_3.jpg,A waffle with strawberries and cream on a square plate.
../../coco-counterfactuals/synthetic-images-for-original-captions/66771_2.jpg,Two people sitting at a table with beverages on it and the woman holding her phone.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/65485_2.jpg,A body is sitting inside a red car.
../../coco-counterfactuals/synthetic-images-for-original-captions/84170_0.jpg,a red and white bus and some cars in the rain
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/433374_0.jpg,A herd of elephants walking along a road and a rocky hillside.
../../coco-counterfactuals/synthetic-images-for-original-captions/6614_4.jpg,"Apples, grapes, an oranges and peanuts on the white surface in a picture."
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/158945_4.jpg,An elephant with a chair on top of it and a man standing on a chair.
../../coco-counterfactuals/synthetic-images-for-original-captions/575205_4.jpg,a small plane taking off from a run way in mid air
../../coco-counterfactuals/synthetic-images-for-original-captions/370486_0.jpg,a woman holding a colorful striped umbrella 
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/312552_1.jpg,A person taking a pizza while holding a knife
../../coco-counterfactuals/synthetic-images-for-original-captions/12120_2.jpg,Two women playing in a professional tennis match.
../../coco-counterfactuals/synthetic-images-for-original-captions/110999_2.jpg,"A painting of a bowl of fruit sitting in front of another painting,"
../../coco-counterfactuals/synthetic-images-for-original-captions/85772_0.jpg,A young man taking a swing at a tennis ball.
../../coco-counterfactuals/synthetic-images-for-original-captions/66135_4.jpg,a long yellow train that is on a train track
../../coco-counterfactuals/synthetic-images-for-original-captions/14038_2.jpg,A room with a refrigerator has balloons in it.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/491464_2.jpg,A young guy in a baseball uniform holding a bat over his shoulder.
../../coco-counterfactuals/synthetic-images-for-original-captions/64495_4.jpg,a double parking meter in front of a building 
