image_path,caption
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/62554_1.jpg,a plate of food on a table next to some other plates of food
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/312421_2.jpg,a paper bag on top of a table
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/111207_0.jpg,Two pictures of a guy with a black shirt and boots on with a skateboard.
../../coco-counterfactuals/synthetic-images-for-original-captions/533493_3.jpg,Three men playing frisbee with a blue sky in background.
../../coco-counterfactuals/synthetic-images-for-original-captions/493019_0.jpg,A herd of giraffe standing next to each other eating.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/224807_1.jpg,A group of guys that are sitting at a table talking.
../../coco-counterfactuals/synthetic-images-for-original-captions/559099_2.jpg,Cows spread out and graze throughout a wide-open pasture.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/569059_3.jpg,This desk has a desk top computer along with speakers and a lamp
../../coco-counterfactuals/synthetic-images-for-original-captions/427338_2.jpg,Person on motorcycle in a very scenic rock area.
../../coco-counterfactuals/synthetic-images-for-original-captions/369370_1.jpg,A delicious sandwich layered with meat and dressed with avocado lies on a cutting board.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/230166_1.jpg,"A flock of birds, some numbered grazing in a grass field."
../../coco-counterfactuals/synthetic-images-for-original-captions/282296_0.jpg,"Old refrigerator in dark, messy store room with tiled floor."
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/293245_2.jpg,A motorcycle is placed next to a 500 GT.
../../coco-counterfactuals/synthetic-images-for-original-captions/94944_2.jpg,"man on his knees with his snow board still attached, hands on hips"
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/210273_3.jpg,a bunch of people are coming down the road
../../coco-counterfactuals/synthetic-images-for-original-captions/562581_4.jpg,A person is ready to hit a tennis ball on a tennis court.
../../coco-counterfactuals/synthetic-images-for-original-captions/494869_1.jpg,"An older image of a toddler, dog, and adult doing dishes. "
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/2923_1.jpg,An overcast day at home with sea birds resting in the nearby marsh.
../../coco-counterfactuals/synthetic-images-for-original-captions/206411_0.jpg,A hand spraying water into a white toilet bowl.
../../coco-counterfactuals/synthetic-images-for-original-captions/413404_3.jpg,a park with benches and lots of trees.
../../coco-counterfactuals/synthetic-images-for-original-captions/473015_1.jpg,A duck is floating in the pond next to muddy mounds in the water.
../../coco-counterfactuals/synthetic-images-for-original-captions/288685_2.jpg,Many people watch a man and dog herd sheep.
../../coco-counterfactuals/synthetic-images-for-original-captions/146155_3.jpg,Two guys are smiling while enjoying a beer.
../../coco-counterfactuals/synthetic-images-for-original-captions/489611_0.jpg,A young boy holding Nintendo Wii game controllers.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/376442_3.jpg,There is a stuffed monkey sitting on the toliet.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/330396_3.jpg,Two guys standing need the surf line on pebble beach.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/324715_3.jpg,A picture of a table and some items on the table.
../../coco-counterfactuals/synthetic-images-for-original-captions/158945_4.jpg,An elephant with a chair on top of it and a man standing on a balcony. 
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/273232_2.jpg,A fisherman and his dog are coming out of the water
../../coco-counterfactuals/synthetic-images-for-original-captions/461751_2.jpg,A man on a motorcycle driving beside a van.
../../coco-counterfactuals/synthetic-images-for-original-captions/459195_0.jpg,A group of people that are sitting on a log.
../../coco-counterfactuals/synthetic-images-for-original-captions/402096_0.jpg,A traffic sign has been vandalized to look like a scary face.
../../coco-counterfactuals/synthetic-images-for-original-captions/352684_3.jpg,A professionally dressed man poses for the camera.
../../coco-counterfactuals/synthetic-images-for-original-captions/206025_4.jpg,A business man with a striped blue tie standing in front of a palm tree.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/119911_1.jpg,A kid doing tricks on a skateboard in the street near a house.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/212573_1.jpg,Two girls under an umbrella standing in the rain.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/108495_3.jpg,A girl is sitting on the beach on her skate board.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/345466_2.jpg,"A soccer player pitching a ball on a field,"
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/403565_4.jpg,A person wearing a red biker jacket stands next to his bike.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/568213_0.jpg,A group of men standing on top of a field together.
../../coco-counterfactuals/synthetic-images-for-original-captions/391290_4.jpg,One girl trying to block another girl from catching a Frisbee.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/442993_0.jpg,A large clock tower towering over a valley glowing brightly at night.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/47819_0.jpg,A man standing behind a brown bag carrying lots of luggage.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/7991_4.jpg,Carrots and small green beans on a white bread.
../../coco-counterfactuals/synthetic-images-for-original-captions/538458_1.jpg,young men filming skating tricks on their skateboards
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/175443_3.jpg,Teddy Roosevelt with a red bow hanging on a Christmas tree.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/396526_1.jpg,a room with chairs near a window
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/571313_2.jpg,A computer is on a desk across from a desk.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/410221_1.jpg,"An airliner as seen from the ground, through some railway lines."
../../coco-counterfactuals/synthetic-images-for-original-captions/200421_2.jpg,A young boy in a birthday hat holds a tennis racquet
../../coco-counterfactuals/synthetic-images-for-original-captions/468632_3.jpg,A group of men that are on a field playing frisbee.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/549738_0.jpg,A kite is flying in a clear field.
../../coco-counterfactuals/synthetic-images-for-original-captions/521717_1.jpg,A woman that is hold a device in her hand while standing on a court.
../../coco-counterfactuals/synthetic-images-for-original-captions/249550_3.jpg,A bed is shown with a rug and side table.
../../coco-counterfactuals/synthetic-images-for-original-captions/295420_2.jpg,a blue garbage truck outside a big house.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/460229_3.jpg,a blue dump truck stopped at a stop sign
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/460147_3.jpg,Traffic can be seen far down the road in this video.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/280918_1.jpg,Two guys are taking a turkey out of the oven.
../../coco-counterfactuals/synthetic-images-for-original-captions/8277_0.jpg,The meal consists of chopped chicken with cheese and brocolli.
../../coco-counterfactuals/synthetic-images-for-original-captions/300842_4.jpg,a person that is standing on a skateboard
../../coco-counterfactuals/synthetic-images-for-original-captions/496409_4.jpg,A skier slaloms down a snowy hill in low visibility
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/147223_2.jpg,A small school bus with advertising on the side and back
../../coco-counterfactuals/synthetic-images-for-original-captions/378515_4.jpg,Vendors selling produce at an outside market. 
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/562581_1.jpg,A boy getting ready to swing at a tennis ball.
../../coco-counterfactuals/synthetic-images-for-original-captions/6763_2.jpg,A man and woman standing next to a table.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/295420_4.jpg,Blue cars rolling down the side of a city street.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/69356_2.jpg,A street vendor and a customer on a sidewalk.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/308328_2.jpg,A group of passengers loading luggage onto an airplane.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/360661_0.jpg,A couple of jockey's riding the horses through the field.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/508730_2.jpg,Two girls are practicing using the potty next to each other.
../../coco-counterfactuals/synthetic-images-for-original-captions/405970_3.jpg,A very nice looking room with some nice windows.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/482436_0.jpg,The woman in the window and the man looking into the window are making eye contact.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/500613_2.jpg,A fire engine parked in a parking garage.
../../coco-counterfactuals/synthetic-images-for-original-captions/349302_2.jpg,Two giraffes standing next to power lines in the sand.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/261061_4.jpg,A girl throwing a boomerang in a park.
../../coco-counterfactuals/synthetic-images-for-original-captions/467776_4.jpg,this is a farm scene showing mother cow  with calf in the grassy pasture.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/17029_1.jpg,A dog jumping to catch a red frisbee in a park
../../coco-counterfactuals/synthetic-images-for-original-captions/36861_2.jpg,A double parking meter stands on the street. 
../../coco-counterfactuals/synthetic-images-for-original-captions/173302_3.jpg,An empty restaurant with two employees working behind the counter.
../../coco-counterfactuals/synthetic-images-for-original-captions/350405_1.jpg,A man on a snowboard in the snow.
../../coco-counterfactuals/synthetic-images-for-original-captions/453302_4.jpg,A break room kitchen is shown with two microwaves.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/478862_3.jpg,A large boat with two propellers on it
../../coco-counterfactuals/synthetic-images-for-original-captions/335529_0.jpg,A wooden bench sitting next to a large body of water.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/301867_4.jpg,Three young women smile brightly together under a large tree.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/165831_2.jpg,"A giant bowl of food, with noodles and other food on it."
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/113720_1.jpg,A woman and woman are sitting at a table eating pizza.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/128658_3.jpg,A waffle with strawberries and cream on a square plate.
../../coco-counterfactuals/synthetic-images-for-original-captions/66771_2.jpg,Two people sitting at a table with beverages on it and the woman holding her phone.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/65485_2.jpg,A body is sitting inside a red car.
../../coco-counterfactuals/synthetic-images-for-original-captions/84170_0.jpg,a red and white bus and some cars in the rain
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/433374_0.jpg,A herd of elephants walking along a road and a rocky hillside.
../../coco-counterfactuals/synthetic-images-for-original-captions/6614_4.jpg,"Apples, grapes, an oranges and peanuts on the white surface in a picture."
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/158945_4.jpg,An elephant with a chair on top of it and a man standing on a chair.
../../coco-counterfactuals/synthetic-images-for-original-captions/575205_4.jpg,a small plane taking off from a run way in mid air
../../coco-counterfactuals/synthetic-images-for-original-captions/370486_0.jpg,a woman holding a colorful striped umbrella 
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/312552_1.jpg,A person taking a pizza while holding a knife
../../coco-counterfactuals/synthetic-images-for-original-captions/12120_2.jpg,Two women playing in a professional tennis match.
../../coco-counterfactuals/synthetic-images-for-original-captions/110999_2.jpg,"A painting of a bowl of fruit sitting in front of another painting,"
../../coco-counterfactuals/synthetic-images-for-original-captions/85772_0.jpg,A young man taking a swing at a tennis ball.
../../coco-counterfactuals/synthetic-images-for-original-captions/66135_4.jpg,a long yellow train that is on a train track
../../coco-counterfactuals/synthetic-images-for-original-captions/14038_2.jpg,A room with a refrigerator has balloons in it.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/491464_2.jpg,A young guy in a baseball uniform holding a bat over his shoulder.
../../coco-counterfactuals/synthetic-images-for-original-captions/64495_4.jpg,a double parking meter in front of a building 
../../coco-counterfactuals/synthetic-images-for-original-captions/229311_4.jpg,"An empty kitchen sink underneath a window, on the counter."
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/251119_0.jpg,"The menu has a cold sandwich, strawberry yogurt and orange juice."
../../coco-counterfactuals/synthetic-images-for-original-captions/500211_0.jpg,a spooky looking hotel resort in the hills
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/461405_2.jpg,A couple of sheep all in on grassy area.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/471893_3.jpg,A girl and boy playing a game with a Nintendo Wii controller.
../../coco-counterfactuals/synthetic-images-for-original-captions/106266_3.jpg,"A plate of meat, vegetable and fruit is has been cooked on a grill."
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/36844_1.jpg,A living room filled with books and wood flooring.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/235241_0.jpg,Woman and man playing with a water toy outside on the beach.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/369771_2.jpg,Two plastic cups sitting on top of a wooden table.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/92124_2.jpg,"Small bathroom with a stove, sink, and toilet."
../../coco-counterfactuals/synthetic-images-for-original-captions/459954_2.jpg,A woman peering around stacks of old mini-fridges. 
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/236166_0.jpg,A man holding a small white dog while wearing a black mask.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/448448_1.jpg,Two giraffes grazing from a tractor in a field.
../../coco-counterfactuals/synthetic-images-for-original-captions/560011_0.jpg,A mouse is next to a keyboard on a desk
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/153797_1.jpg,A baseball player follows through after releasing the ball.
../../coco-counterfactuals/synthetic-images-for-original-captions/21903_0.jpg,A man is leaning over a fence offering food to an elephant/
../../coco-counterfactuals/synthetic-images-for-original-captions/138856_4.jpg,some kind of bread that is on a pan
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/337055_1.jpg,A womman sitting on railroad tracks with a woman beside her.
../../coco-counterfactuals/synthetic-images-for-original-captions/167540_4.jpg,The underside white and blue plane in sky.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/547854_2.jpg,a child at a table with a plate of food
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/303893_0.jpg,A beautiful little girl sitting next to a little boy sharing a kiss.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/20247_1.jpg,"Two bears, one lying on some rocky soil."
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/344029_3.jpg,A tour bus is driving down the road next to buildings.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/1993_0.jpg,A cabin with a bed and small table near by.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/533536_0.jpg,a cat intently watching something that caught its interest on YouTube
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/341828_1.jpg,A man holds something up to his ear while eating.
../../coco-counterfactuals/synthetic-images-for-original-captions/183437_2.jpg,Elephants carrying their handlers and passengers on their backs
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/4495_4.jpg,a room with a bed and some different types of couches
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/48504_3.jpg,The elephants are about to leave the park.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/571264_3.jpg,A man stands by a vehicle on the side of the road.
../../coco-counterfactuals/synthetic-images-for-original-captions/224664_1.jpg,People are on the beach flying kites that look like arches in the sky.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/182805_2.jpg,A girl is playing with her dogs under an umbrella.
../../coco-counterfactuals/synthetic-images-for-original-captions/179265_0.jpg,A yellow bus with tinted windows driving uphill down a street.
../../coco-counterfactuals/synthetic-images-for-original-captions/33707_4.jpg,Two giraffes standing outside near a building.  
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/397354_0.jpg,A group of friends hanging out in a restaurant together.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/322574_3.jpg,Bread in a paper bag on top of french toast in paper container with a drink on the side.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/18193_1.jpg,a woman eating an apple with a plate of food
../../coco-counterfactuals/synthetic-images-for-original-captions/375763_0.jpg,A very cute flock of sheep in a grassy field.
../../coco-counterfactuals/synthetic-images-for-original-captions/34257_2.jpg,"Baskets are displaying carrots, leafy greens, and other vegetables. "
../../coco-counterfactuals/synthetic-images-for-original-captions/85376_2.jpg,two green and black motorcycles parked and some cars
../../coco-counterfactuals/synthetic-images-for-original-captions/72852_1.jpg,a white green and black sign and a bicycle without wheels
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/398237_1.jpg,A child with various plastic decorations some of which look like fish.
../../coco-counterfactuals/synthetic-images-for-original-captions/451693_1.jpg,a pizza on a white plate on a wooden table
../../coco-counterfactuals/synthetic-images-for-original-captions/562243_2.jpg,A man wearing eyeglasses dressed in a shirt and tie.
../../coco-counterfactuals/synthetic-images-for-original-captions/455157_0.jpg,Man sitting at a picnic table using a laptop shaded by an umbrella.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/234607_3.jpg,A man and a boy in an odd position holding Wii remotes.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/195045_1.jpg,a bench under a tree in a forest
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/545219_2.jpg,A bus that is decked out with neon colored lights on it.
../../coco-counterfactuals/synthetic-images-for-original-captions/479912_4.jpg,An airplane with one wing stands motionless on the tarmac.
../../coco-counterfactuals/synthetic-images-for-original-captions/80671_2.jpg,A child is bent over on skis in the snow.
../../coco-counterfactuals/synthetic-images-for-original-captions/509451_2.jpg,A group of people posing for a photo.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/115245_2.jpg,Luggage and chairs lined up at portable tables
../../coco-counterfactuals/synthetic-images-for-original-captions/520871_0.jpg,A pizza with burned edges is sitting on the table.
../../coco-counterfactuals/synthetic-images-for-original-captions/41633_4.jpg,A vintage red truck parked in a parking lot under a blue sky.
../../coco-counterfactuals/synthetic-images-for-original-captions/294855_3.jpg,A bottle in a ice bucket sits on a floor next to a luggage rack.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/382125_4.jpg,Two friends sitting at home eating a slice of pizza.
../../coco-counterfactuals/synthetic-images-for-original-captions/523782_2.jpg,A tiny red bird perched on a car's mirror
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/172935_1.jpg,A jet skier performing a trick while flying through the air.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/424642_3.jpg,Two boys plays an outdoor game with each other.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/73153_0.jpg,A woman talking on a phone with a tree in the foreground.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/566436_3.jpg,A man is sitting on the back of a park bench.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/132329_1.jpg,a bottle with four plastic bottles and one is dark blue
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/133000_0.jpg,A side view of an E-train on a track
../../coco-counterfactuals/synthetic-images-for-original-captions/135561_2.jpg,"A small, white formica kitchen with a refrigerator, sink and small electrical appliances"
../../coco-counterfactuals/synthetic-images-for-original-captions/471756_4.jpg,A smiling young boy lying on a surfboard rides in on the surf.
../../coco-counterfactuals/synthetic-images-for-original-captions/569976_1.jpg,A man is watching his daughter get her hair done. 
../../coco-counterfactuals/synthetic-images-for-original-captions/469828_2.jpg,A person downhill skis on a snowy day.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/389197_2.jpg,a kid is laying down on a boat in the water
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/384808_3.jpg,A boy taking a picture of his reflection in a mirror.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/557172_0.jpg,A bathroom wall and mirror reflecting the shower and bathtub.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/129113_0.jpg,a burnt tea cup sits on a wooden surface
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/191761_1.jpg,Large moths atop a plate of cheese and citrus.
../../coco-counterfactuals/synthetic-images-for-original-captions/171757_3.jpg,A group of people are socializing in a room.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/218091_3.jpg,"A room with a bed, a desk, and a chair."
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/142585_2.jpg,people crowd a street in a busy city.
../../coco-counterfactuals/synthetic-images-for-original-captions/533816_4.jpg,some people talking to a referee on a tennis court 
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/436617_3.jpg,A large group of men at a table.
../../coco-counterfactuals/synthetic-images-for-original-captions/554291_2.jpg,A cat's image is blurred as he tumbles in a bowl near a food scale and pen and paper on a table.
../../coco-counterfactuals/synthetic-images-for-original-captions/474164_4.jpg,a dog that is standing on top of a truck
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/225670_1.jpg,a bird is jumping in the air toward a disk
../../coco-counterfactuals/synthetic-images-for-original-captions/501368_1.jpg,A child standing in a bathroom wrapped in a towel.
../../coco-counterfactuals/synthetic-images-for-original-captions/236914_2.jpg,two teddy bears at a table with honey 
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/573008_0.jpg,A large Colgate clock is by the side.
../../coco-counterfactuals/synthetic-images-for-original-captions/231237_1.jpg,A vase with flowers inside and some strange growth at the base.
../../coco-counterfactuals/synthetic-images-for-original-captions/532690_3.jpg,This blonde woman is getting ready to play a game.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/206218_3.jpg,An all terrain rover with a laptop sitting on it in a lab.
../../coco-counterfactuals/synthetic-images-for-original-captions/507667_4.jpg,Subway map art cow sculpture on the sidewalk
../../coco-counterfactuals/synthetic-images-for-original-captions/516038_0.jpg,A baseball player pitching a baseball on a field.
../../coco-counterfactuals/synthetic-images-for-original-captions/243867_0.jpg,a bus and a car on a city street
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/410510_1.jpg,a young boy playing basketball on a court
../../coco-counterfactuals/synthetic-images-for-original-captions/50145_4.jpg,Shirtless man pushing his bike on a city street. 
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/110999_1.jpg,Some art work with a man with a hat on and some food in a bowl.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/45550_2.jpg,Bearded chef shows off his grilled cheese sandwiches.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/261706_4.jpg,A black and white cat sleeps on a couch on top of a remote control.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/256195_2.jpg,A train on a track next to a set of blue lights
../../coco-counterfactuals/synthetic-images-for-original-captions/398438_0.jpg,A person cutting a multi layer cake with a knife.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/33759_0.jpg,A boy swinging a baseball bat at a house.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/265816_2.jpg,A horse is standing with a black saddle
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/459662_4.jpg,Two girls hold up doughnuts to their eyeballs.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/31749_3.jpg,A red headed doll sitting next to a tree.
../../coco-counterfactuals/synthetic-images-for-original-captions/575970_2.jpg,Three bar stools in a kitchen with a black refrigerator.
../../coco-counterfactuals/synthetic-images-for-original-captions/17178_1.jpg,A few horses stand on the street next to a silver car.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/545594_2.jpg,The person with the hair dye shirt is choosing a seat.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/404191_1.jpg,A refrigerator up against a wall in a basement.
../../coco-counterfactuals/synthetic-images-for-original-captions/64574_1.jpg,A pen and several personal hair care items sit side by side on a blanketed surface.
../../coco-counterfactuals/synthetic-images-for-original-captions/64898_3.jpg,two kids with red hair riding surfboards onto the beach
../../coco-counterfactuals/synthetic-images-for-original-captions/480842_2.jpg,Two giraffes are peering up above some bushes.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/203580_3.jpg,A colorful umbrella sitting outside of a government building.
../../coco-counterfactuals/synthetic-images-for-original-captions/396274_4.jpg,A kale and sweet pea home garden getting the last rays of sunlight. 
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/500478_3.jpg,A baseball player pitching a ball on top of a wall.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/248400_3.jpg,A boy holding open and gesturing towards a cardboard box kid with a message written on it.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/386210_1.jpg,A tall glass case with some dirt in it and some grass growing
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/182611_4.jpg,A nman with glasses picks up food from a table.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/154425_0.jpg,A small plane trying to fly a small kite
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/579070_1.jpg,A group of friends gathered around the table.
../../coco-counterfactuals/synthetic-images-for-original-captions/565012_0.jpg,a digitally manipulated image of cars on a highway at night in the city
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/47571_0.jpg,Some people sit in a cart pulled by a horse.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/346707_0.jpg,A couple of bowls filled with unripe bananas.
../../coco-counterfactuals/synthetic-images-for-original-captions/132329_0.jpg,A refrigerator mostly empty with only a few bottles of water inside.
../../coco-counterfactuals/synthetic-images-for-original-captions/61418_2.jpg,Young children playing game on wooden deck surface.
../../coco-counterfactuals/synthetic-images-for-original-captions/36660_3.jpg,A woman with pretty painted toe nails standing in front of a broken cell phone.
../../coco-counterfactuals/synthetic-images-for-original-captions/155341_0.jpg,The street is blocked by a truck and a crane.
