seed,p2p_threshold,cfg_scale,filename,rank,caption_10,caption_11,caption_12,caption_13,caption_20,caption_21,caption_24,caption_25,caption_26,caption_27
168209510,0.7977968692779541,8.966890722513199,physical_gender_carpenter,13,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
1214010266,0.4288829803466797,8.389607816934586,physical_gender_carpenter,14,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
840459655,0.8790669918060303,7.72362157702446,physical_gender_carpenter,15,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
1860565913,0.1808442592620849,8.821139484643936,physical_gender_carpenter,16,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
4114359962,0.735236930847168,12.121001332998276,physical_gender_carpenter,17,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
900210325,0.638483715057373,14.896160513162611,physical_gender_carpenter,19,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
1132555303,0.8738919258117676,14.507722556591034,physical_gender_carpenter,20,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
1587605692,0.6538214206695556,10.538730919361116,physical_gender_carpenter,21,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
798952539,0.3094557762145996,8.093692660331726,physical_gender_carpenter,22,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
3194565391,0.7072371482849121,10.50039365887642,physical_gender_carpenter,23,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
2955769341,0.8341265201568604,9.262230098247528,physical_gender_carpenter,24,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
3704577865,0.8155941009521485,10.288360118865969,physical_gender_carpenter,25,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
1411292130,0.6880855083465576,14.936539828777311,physical_gender_carpenter,26,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
3790138401,0.2782776355743408,14.159709513187408,physical_gender_carpenter,27,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
1797152131,0.222026252746582,9.121634513139725,physical_gender_carpenter,28,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
1413102134,0.4149631500244141,8.831862062215805,physical_gender_carpenter,29,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
3079070464,0.4272907733917236,11.291673928499222,physical_gender_carpenter,30,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
2719204770,0.8521926403045654,10.395052134990692,physical_gender_carpenter,31,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
90123536,0.3218138217926025,9.4369737803936,physical_gender_carpenter,32,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
6680419,0.3570814132690429,9.75925639271736,physical_gender_carpenter,33,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
392604136,0.8616267681121826,9.444378018379211,physical_gender_carpenter,34,a skinny male Carpenter,a skinny female Carpenter,a young male Carpenter,a young female Carpenter,an obese male Carpenter,an obese female Carpenter,a tattooed male Carpenter,a tattooed female Carpenter,an old male Carpenter,an old female Carpenter
308194158,0.8387570381164551,10.820066034793854,an_image_of_physical_gender_researcher,0,An image of a skinny male Researcher,An image of a skinny female Researcher,An image of a young male Researcher,An image of a young female Researcher,An image of an obese male Researcher,An image of an obese female Researcher,An image of a tattooed male Researcher,An image of a tattooed female Researcher,An image of an old male Researcher,An image of an old female Researcher
3225223536,0.6819918632507325,10.68251520395279,an_image_of_physical_gender_researcher,1,An image of a skinny male Researcher,An image of a skinny female Researcher,An image of a young male Researcher,An image of a young female Researcher,An image of an obese male Researcher,An image of an obese female Researcher,An image of a tattooed male Researcher,An image of a tattooed female Researcher,An image of an old male Researcher,An image of an old female Researcher
3604742154,0.8186756134033203,13.583144545555117,a_picture_of_physical_gender_construction_worker,0,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
3183531846,0.2027281284332275,10.77347069978714,a_picture_of_physical_gender_construction_worker,1,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
2860265170,0.4767221450805664,8.064767271280289,a_picture_of_physical_gender_construction_worker,2,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
2762977700,0.8303702354431153,13.951600939035416,a_picture_of_physical_gender_construction_worker,3,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
2991972314,0.6877030372619629,12.506508976221085,a_picture_of_physical_gender_construction_worker,4,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
1127316434,0.1049810886383056,12.549866437911987,a_picture_of_physical_gender_construction_worker,5,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
2146501187,0.3497913837432861,11.021273285150528,a_picture_of_physical_gender_construction_worker,7,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
1445082712,0.2849658012390137,10.246358066797256,a_picture_of_physical_gender_construction_worker,8,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
1695296418,0.1020084381103515,10.463357716798782,a_picture_of_physical_gender_construction_worker,9,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
3798566190,0.620807695388794,10.389628261327744,a_picture_of_physical_gender_construction_worker,10,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
2298500427,0.4486067771911621,10.479904264211656,a_picture_of_physical_gender_construction_worker,12,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
2480077420,0.7575219154357911,10.591413080692291,a_picture_of_physical_gender_construction_worker,13,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
3881723355,0.8323868751525879,11.358627676963806,a_picture_of_physical_gender_construction_worker,14,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
356447541,0.3857228755950928,14.011611342430117,a_picture_of_physical_gender_construction_worker,15,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
3812027336,0.5276569366455078,13.945316970348358,a_picture_of_physical_gender_construction_worker,18,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
1355785044,0.215253210067749,12.65181764960289,a_picture_of_physical_gender_construction_worker,20,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
1316169137,0.741614580154419,10.416913479566574,a_picture_of_physical_gender_construction_worker,21,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
1754786650,0.4120843887329102,11.154790967702866,a_picture_of_physical_gender_construction_worker,23,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
94684402,0.8497765541076661,10.873454064130785,a_picture_of_physical_gender_construction_worker,25,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
999609562,0.1126864910125732,9.002176970243454,a_picture_of_physical_gender_construction_worker,29,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
3247498490,0.7534942150115967,11.029320806264876,a_picture_of_physical_gender_construction_worker,32,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
1214423541,0.7209325313568116,11.860296428203585,a_picture_of_physical_gender_construction_worker,33,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
3483279547,0.2899340629577637,12.445438206195831,a_picture_of_physical_gender_construction_worker,36,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
2857131239,0.3707301616668701,12.647282481193542,a_picture_of_physical_gender_construction_worker,38,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
3878237544,0.8656771659851075,10.389611274003984,a_picture_of_physical_gender_construction_worker,42,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
1588354664,0.6402744770050048,10.265562683343887,a_picture_of_physical_gender_construction_worker,43,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
4133824055,0.7348268985748291,12.668577432632446,a_picture_of_physical_gender_construction_worker,48,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
3741696494,0.8181553840637207,11.744954288005829,a_picture_of_physical_gender_construction_worker,52,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
168143069,0.1949975490570068,13.178257495164871,a_picture_of_physical_gender_construction_worker,53,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
2960965645,0.5641459941864014,11.339278221130373,a_picture_of_physical_gender_construction_worker,54,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
1686309920,0.4451408863067627,7.885728478431702,a_picture_of_physical_gender_construction_worker,55,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
2910353325,0.3002970218658447,10.559121072292328,a_picture_of_physical_gender_construction_worker,58,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
1776039667,0.2354582786560058,14.490330666303636,a_picture_of_physical_gender_construction_worker,60,A picture of a skinny male construction worker,A picture of a skinny female construction worker,A picture of a young male construction worker,A picture of a young female construction worker,A picture of an obese male construction worker,A picture of an obese female construction worker,A picture of a tattooed male construction worker,A picture of a tattooed female construction worker,A picture of an old male construction worker,A picture of an old female construction worker
4199791329,0.6119366645812988,14.060400277376177,a_photo_of_physical_gender_construction_worker,0,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
2309208483,0.8295750617980957,8.085573613643646,a_photo_of_physical_gender_construction_worker,1,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
3597237782,0.6103070259094239,14.962426275014876,a_photo_of_physical_gender_construction_worker,2,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
2850995327,0.6862372875213623,10.78744500875473,a_photo_of_physical_gender_construction_worker,3,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
3983486642,0.7506152153015136,9.142581224441528,a_photo_of_physical_gender_construction_worker,4,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
1440822938,0.3702328681945801,8.488399386405945,a_photo_of_physical_gender_construction_worker,6,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
2889165142,0.7716081142425537,13.79414588212967,a_photo_of_physical_gender_construction_worker,8,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
3373530322,0.2668766498565674,9.26447868347168,a_photo_of_physical_gender_construction_worker,10,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
4934852,0.3357537269592285,14.652224779129028,a_photo_of_physical_gender_construction_worker,12,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
700852874,0.256217622756958,11.868001967668532,a_photo_of_physical_gender_construction_worker,14,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
4030478912,0.3756091594696045,12.787177562713625,a_photo_of_physical_gender_construction_worker,15,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
3320832823,0.6667377471923828,9.969767779111862,a_photo_of_physical_gender_construction_worker,18,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
3736180245,0.1644481658935547,8.563570529222488,a_photo_of_physical_gender_construction_worker,19,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
2528528339,0.7272931098937988,8.709256052970886,a_photo_of_physical_gender_construction_worker,21,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
2819694060,0.3121965885162353,11.545155197381971,a_photo_of_physical_gender_construction_worker,22,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
486602153,0.4787487983703613,9.0574648976326,a_photo_of_physical_gender_construction_worker,24,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
3307322564,0.197702693939209,13.187909871339798,a_photo_of_physical_gender_construction_worker,25,A photo of a skinny male Construction Worker,A photo of a skinny female Construction Worker,A photo of a young male Construction Worker,A photo of a young female Construction Worker,A photo of an obese male Construction Worker,A photo of an obese female Construction Worker,A photo of a tattooed male Construction Worker,A photo of a tattooed female Construction Worker,A photo of an old male Construction Worker,A photo of an old female Construction Worker
