category,changed_from_baseline,frequency
dumbbell,0.14,0
spider web,0.14,0
pole,0.14,14
hay,0.14,7
crutch,0.14,0
hare,0.14,0
great dane,0.14,0
ram,0.14,0
aircraft carrier,0.14,0
monitor,0.14,16
australian terrier,0.14,0
chain,0.14,2
safe,0.14,0
cricket,0.13999999999999999,11
sunglasses,0.13999999999999999,10
diamondback,0.13999999999999999,0
sussex spaniel,0.13999999999999996,0
sweatshirt,0.13999999999999996,0
bucket,0.13999999999999996,7
packet,0.13999999999999996,0
pajama,0.1399999999999999,0
pug,0.1399999999999999,0
hammer,0.12000000000000002,0
scale,0.12000000000000002,0
mexican hairless,0.12,0
hair slide,0.12,0
ant,0.12,0
balloon,0.12,8
goblet,0.12,0
coil,0.12,0
vestment,0.12,0
ibex,0.12,0
backpack,0.12,7
pineapple,0.12,5
throne,0.12,0
toaster,0.12,0
torch,0.12,1
hippopotamus,0.12,0
west highland white terrier,0.12,0
leopard,0.12,0
wardrobe,0.12,0
tree frog,0.12,0
pedestal,0.12,0
koala,0.12,0
lighter,0.12,0
sea slug,0.12,0
cassette,0.10000000000000003,0
irish wolfhound,0.10000000000000003,0
shower cap,0.10000000000000003,0
radiator,0.10000000000000003,0
ox,0.1,0
breastplate,0.1,0
paper towel,0.1,0
caldron,0.1,0
german shepherd,0.09999999999999998,0
mixing bowl,0.09999999999999998,0
baboon,0.09999999999999998,0
teddy,0.09999999999999998,0
chow,0.09999999999999998,0
crate,0.09999999999999998,6
cucumber,0.09999999999999998,0
tripod,0.09999999999999998,2
mashed potato,0.09999999999999998,0
convertible,0.09999999999999998,0
mousetrap,0.09999999999999998,0
eel,0.09999999999999998,0
mud turtle,0.09999999999999998,0
bluetick,0.09999999999999998,0
pick,0.09999999999999998,0
beer bottle,0.09999999999999998,0
komodo dragon,0.09999999999999998,0
ibizan hound,0.09999999999999998,0
vase,0.09999999999999998,0
arctic fox,0.09999999999999998,0
golfcart,0.09999999999999998,0
white wolf,0.09999999999999998,0
loafer,0.09999999999999998,0
scabbard,0.09999999999999998,0
comic book,0.09999999999999998,0
doormat,0.09999999999999998,0
bubble,0.09999999999999998,0
television,0.09999999999999998,0
broccoli,0.08000000000000007,2
wolf spider,0.08000000000000007,0
jean,0.08000000000000007,11
megalith,0.08000000000000007,0
hamster,0.08000000000000007,0
diaper,0.08000000000000007,0
seat belt,0.08000000000000002,0
can opener,0.08000000000000002,0
barn spider,0.08000000000000002,0
irish water spaniel,0.08000000000000002,0
ping-pong ball,0.08000000000000002,0
bedlington terrier,0.08000000000000002,0
valley,0.08000000000000002,3
quilt,0.08000000000000002,0
milk can,0.08000000000000002,0
english foxhound,0.08000000000000002,0
screwdriver,0.08,0
plow,0.08,0
golden retriever,0.07999999999999996,0
scorpion,0.07999999999999996,0
flat-coated retriever,0.07999999999999996,0
candle,0.07999999999999996,20
bib,0.07999999999999996,0
web site,0.07999999999999996,0
goose,0.07999999999999996,0
seashore,0.07999999999999996,0
centipede,0.07999999999999996,0
lipstick,0.07999999999999996,1
window screen,0.07999999999999996,0
otter,0.07999999999999996,0
pomeranian,0.07999999999999996,0
staffordshire bullterrier,0.07999999999999996,0
nematode,0.07999999999999996,0
goldfish,0.07999999999999996,0
punching bag,0.07999999999999996,0
prison,0.07999999999999996,1
beagle,0.07999999999999996,0
alligator lizard,0.06000000000000005,0
screw,0.06000000000000005,0
cabbage butterfly,0.06000000000000005,0
warplane,0.06000000000000005,0
agama,0.06000000000000005,0
robin,0.06000000000000005,0
french bulldog,0.06000000000000005,0
fly,0.06000000000000005,0
tick,0.06000000000000005,0
hand-held computer,0.06000000000000005,0
suspension bridge,0.06000000000000005,0
chainlink fence,0.06000000000000005,0
hourglass,0.06000000000000005,0
garbage truck,0.06000000000000005,0
black widow,0.06000000000000005,0
english springer,0.06,0
wire-haired fox terrier,0.06,0
water jug,0.06,0
hatchet,0.06,0
purse,0.06,0
platypus,0.06,0
crib,0.06,1
microwave,0.06,6
plunger,0.06,0
drumstick,0.06,0
spotlight,0.06,1
alp,0.06,2
boxer,0.06,0
minivan,0.06,0
doberman,0.06,0
canoe,0.06,4
car mirror,0.05999999999999994,0
norwich terrier,0.05999999999999994,0
wreck,0.05999999999999994,0
lynx,0.05999999999999994,0
necklace,0.05999999999999994,0
palace,0.05999999999999994,0
axolotl,0.05999999999999994,0
washer,0.05999999999999994,0
dalmatian,0.05999999999999994,0
tennis ball,0.05999999999999994,0
killer whale,0.05999999999999994,0
flamingo,0.05999999999999994,0
llama,0.05999999999999994,0
snorkel,0.05999999999999994,0
papillon,0.05999999999999994,0
green lizard,0.05999999999999994,0
castle,0.05999999999999994,5
bicycle-built-for-two,0.040000000000000036,0
weasel,0.040000000000000036,0
loupe,0.040000000000000036,0
pretzel,0.040000000000000036,0
lion,0.040000000000000036,20
forklift,0.040000000000000036,0
junco,0.040000000000000036,0
bulletproof vest,0.040000000000000036,0
slot,0.040000000000000036,0
thatch,0.040000000000000036,0
mongoose,0.040000000000000036,0
snowmobile,0.040000000000000036,0
skunk,0.040000000000000036,0
microphone,0.040000000000000036,4
barometer,0.040000000000000036,0
whippet,0.040000000000000036,0
french loaf,0.040000000000000036,0
umbrella,0.040000000000000036,4
overskirt,0.040000000000000036,0
pop bottle,0.040000000000000036,0
waffle iron,0.040000000000000036,0
oxcart,0.040000000000000036,0
academic gown,0.040000000000000036,0
corn,0.040000000000000036,13
stretcher,0.040000000000000036,0
partridge,0.040000000000000036,0
little blue heron,0.040000000000000036,0
quill,0.040000000000000036,0
bearskin,0.040000000000000036,0
miniature schnauzer,0.040000000000000036,0
trailer truck,0.040000000000000036,0
pomegranate,0.040000000000000036,0
beaker,0.04000000000000001,0
barracouta,0.04000000000000001,0
pier,0.04000000000000001,7
jinrikisha,0.04000000000000001,0
nipple,0.04,0
velvet,0.039999999999999994,1
sunscreen,0.03999999999999998,0
restaurant,0.03999999999999998,53
shopping basket,0.03999999999999998,0
indian elephant,0.03999999999999998,0
strainer,0.03999999999999998,0
window shade,0.03999999999999998,0
bikini,0.03999999999999998,2
spatula,0.03999999999999998,0
red-backed sandpiper,0.03999999999999998,0
crayfish,0.03999999999999998,0
snail,0.039999999999999925,0
samoyed,0.039999999999999925,0
teapot,0.039999999999999925,0
toyshop,0.039999999999999925,0
squirrel monkey,0.039999999999999925,0
sewing machine,0.039999999999999925,0
submarine,0.039999999999999925,0
earthstar,0.039999999999999925,0
unicycle,0.039999999999999925,0
jellyfish,0.039999999999999925,0
orange,0.039999999999999925,26
cannon,0.039999999999999925,0
sleeping bag,0.039999999999999925,0
bullet train,0.039999999999999925,0
basset,0.039999999999999925,0
barbershop,0.020000000000000018,0
wallet,0.020000000000000018,0
banjo,0.020000000000000018,0
wing,0.020000000000000018,5
dingo,0.020000000000000018,0
saint bernard,0.020000000000000018,0
black stork,0.020000000000000018,0
horse cart,0.020000000000000018,0
tape player,0.020000000000000018,0
missile,0.020000000000000018,0
king penguin,0.020000000000000018,0
swing,0.020000000000000018,1
golf ball,0.020000000000000018,0
ambulance,0.020000000000000018,0
macaque,0.020000000000000018,0
white stork,0.020000000000000018,0
black swan,0.020000000000000018,0
proboscis monkey,0.020000000000000018,0
horned viper,0.020000000000000018,0
maze,0.020000000000000018,2
maypole,0.020000000000000018,0
water tower,0.020000000000000018,0
wallaby,0.020000000000000018,0
maraca,0.020000000000000018,0
car wheel,0.020000000000000018,0
joystick,0.020000000000000018,0
sea anemone,0.020000000000000018,0
affenpinscher,0.020000000000000018,0
kimono,0.020000000000000018,0
baseball,0.020000000000000018,0
traffic light,0.020000000000000018,0
pencil box,0.020000000000000018,0
stinkhorn,0.020000000000000018,0
computer keyboard,0.020000000000000018,0
house finch,0.020000000000000018,0
stone wall,0.020000000000000018,0
irish terrier,0.020000000000000018,0
ice bear,0.020000000000000018,0
weimaraner,0.020000000000000018,0
revolver,0.020000000000000018,0
leonberg,0.020000000000000018,0
reel,0.020000000000000018,0
spotted salamander,0.020000000000000018,0
norfolk terrier,0.020000000000000018,0
afghan hound,0.020000000000000018,0
toilet seat,0.020000000000000018,0
potter's wheel,0.020000000000000018,0
buckle,0.020000000000000018,0
cellular telephone,0.020000000000000018,0
weevil,0.020000000000000018,0
gila monster,0.020000000000000018,0
fire engine,0.020000000000000018,0
plastic bag,0.020000000000000018,0
vending machine,0.020000000000000018,0
piggy bank,0.020000000000000018,0
flagpole,0.020000000000000018,0
water snake,0.020000000000000018,0
wool,0.020000000000000018,0
vine snake,0.020000000000000018,0
viaduct,0.020000000000000018,0
bookcase,0.020000000000000018,0
cassette player,0.020000000000000004,0
mailbag,0.02,0
groenendael,0.02,0
titi,0.02,0
patas,0.02,0
ashcan,0.02,0
mouse,0.019999999999999997,0
screen,0.01999999999999999,21
night snake,0.01999999999999999,0
bow,0.019999999999999962,9
madagascar cat,0.019999999999999962,0
lycaenid,0.019999999999999962,0
old english sheepdog,0.019999999999999962,0
muzzle,0.019999999999999962,2
speedboat,0.019999999999999907,0
fountain,0.019999999999999907,16
manhole cover,0.019999999999999907,0
cash machine,0.019999999999999907,0
dung beetle,0.019999999999999907,0
ostrich,0.019999999999999907,0
great grey owl,0.0,0
rule,0.0,0
confectionery,0.0,0
container ship,0.0,0
rocking chair,0.0,0
scottish deerhound,0.0,0
redbone,0.0,0
coral fungus,0.0,0
bald eagle,0.0,0
hip,0.0,0
terrapin,0.0,0
dining table,0.0,0
dishrag,0.0,0
projector,0.0,0
poncho,0.0,0
combination lock,0.0,0
cliff dwelling,0.0,0
border terrier,0.0,0
shower curtain,0.0,0
cairn,0.0,0
space heater,0.0,0
strawberry,0.0,9
ear,0.0,3
sock,0.0,0
hen,0.0,0
chain saw,0.0,0
dugong,0.0,0
chime,0.0,0
goldfinch,0.0,0
indigo bunting,0.0,0
church,0.0,33
lemon,0.0,4
chickadee,0.0,0
file,0.0,0
lab coat,0.0,0
lawn mower,0.0,0
prairie chicken,0.0,0
notebook,0.0,3
hook,0.0,0
lorikeet,0.0,0
horizontal bar,0.0,0
coucal,0.0,0
toucan,0.0,0
drake,0.0,0
medicine chest,0.0,0
jack-o'-lantern,0.0,0
measuring cup,0.0,0
matchstick,0.0,0
maillot,0.0,0
brain coral,0.0,0
conch,0.0,0
knot,0.0,0
holster,0.0,1
hard disc,0.0,0
plane,0.0,19
handkerchief,0.0,0
tile roof,0.0,0
volcano,0.0,0
petri dish,0.0,0
patio,0.0,2
trilobite,0.0,0
garden spider,0.0,0
pelican,0.0,0
paintbrush,0.0,0
swab,0.0,0
black grouse,0.0,0
grille,0.0,5
bustard,0.0,0
eggnog,0.0,0
ptarmigan,0.0,0
crane,0.0,0
african crocodile,0.0,0
folding chair,0.0,0
cardigan,0.0,0
starfish,0.0,0
clumber,0.0,0
tiger,0.0,7
cocker spaniel,0.0,0
birdhouse,0.0,0
angora,0.0,0
schipperke,0.0,0
sorrel,0.0,0
beer glass,0.0,0
bison,0.0,0
tabby,0.0,0
wooden spoon,0.0,0
grey fox,0.0,0
kit fox,0.0,0
mink,0.0,0
komondor,0.0,0
wine bottle,0.0,0
violin,0.0,0
pembroke,0.0,0
trifle,0.0,0
rock beauty,0.0,0
puffer,0.0,0
ice cream,0.0,0
amphibian,0.0,0
sea cucumber,0.0,0
appenzeller,0.0,0
admiral,0.0,0
brass,0.0,2
cockroach,0.0,0
broom,0.0,0
zucchini,0.0,0
bee,0.0,0
meerkat,0.0,0
monarch,0.0,0
tiger shark,-0.019999999999999907,0
greenhouse,-0.019999999999999907,0
sports car,-0.019999999999999907,0
entertainment center,-0.019999999999999907,0
leatherback turtle,-0.019999999999999907,0
hotdog,-0.019999999999999907,0
barn,-0.019999999999999907,15
crossword puzzle,-0.019999999999999907,0
scuba diver,-0.019999999999999907,0
brittany spaniel,-0.019999999999999907,0
cab,-0.019999999999999907,0
timber wolf,-0.019999999999999907,0
pizza,-0.019999999999999907,18
dishwasher,-0.019999999999999962,0
miniature poodle,-0.019999999999999962,0
frilled lizard,-0.019999999999999962,0
rock crab,-0.019999999999999962,0
red wolf,-0.01999999999999999,0
mortar,-0.019999999999999997,0
eft,-0.019999999999999997,0
sidewinder,-0.02,0
beach wagon,-0.02,0
shoji,-0.02,0
hot pot,-0.020000000000000018,0
mosque,-0.020000000000000018,1
street sign,-0.020000000000000018,0
mountain bike,-0.020000000000000018,0
ipod,-0.020000000000000018,0
abacus,-0.020000000000000018,0
sombrero,-0.020000000000000018,0
gar,-0.020000000000000018,0
syringe,-0.020000000000000018,0
flatworm,-0.020000000000000018,0
toy poodle,-0.020000000000000018,0
lumbermill,-0.020000000000000018,0
monastery,-0.020000000000000018,0
ladybug,-0.020000000000000018,0
great pyrenees,-0.020000000000000018,0
quail,-0.020000000000000018,0
marmoset,-0.020000000000000018,0
soccer ball,-0.020000000000000018,0
saltshaker,-0.020000000000000018,0
armadillo,-0.020000000000000018,0
beaver,-0.020000000000000018,0
sea urchin,-0.020000000000000018,0
water ouzel,-0.020000000000000018,0
school bus,-0.020000000000000018,0
stove,-0.020000000000000018,11
steam locomotive,-0.020000000000000018,0
buckeye,-0.020000000000000018,0
cougar,-0.020000000000000018,0
yellow lady's slipper,-0.020000000000000018,0
prayer rug,-0.020000000000000018,0
power drill,-0.020000000000000018,0
marmot,-0.020000000000000018,0
daisy,-0.020000000000000018,0
american black bear,-0.020000000000000018,0
zebra,-0.020000000000000018,0
odometer,-0.020000000000000018,0
hog,-0.020000000000000018,0
half track,-0.020000000000000018,0
siamese cat,-0.020000000000000018,0
persian cat,-0.020000000000000018,0
perfume,-0.020000000000000018,0
ski,-0.020000000000000018,5
indian cobra,-0.020000000000000018,0
hartebeest,-0.020000000000000018,0
parking meter,-0.020000000000000018,0
cheetah,-0.020000000000000018,0
park bench,-0.020000000000000018,0
tiger beetle,-0.020000000000000018,0
soap dispenser,-0.020000000000000018,0
triceratops,-0.020000000000000018,0
toilet tissue,-0.020000000000000018,0
freight car,-0.020000000000000018,0
electric locomotive,-0.020000000000000018,0
oystercatcher,-0.020000000000000018,0
barrel,-0.020000000000000018,1
coffeepot,-0.020000000000000018,0
barrow,-0.020000000000000018,0
ruddy turnstone,-0.020000000000000018,0
bolo tie,-0.020000000000000018,0
tricycle,-0.020000000000000018,0
chain mail,-0.020000000000000018,0
cheeseburger,-0.020000000000000018,0
tray,-0.020000000000000018,30
spaghetti squash,-0.020000000000000018,0
bernese mountain dog,-0.020000000000000018,0
crash helmet,-0.020000000000000018,0
typewriter keyboard,-0.020000000000000018,0
feather boa,-0.020000000000000018,0
clog,-0.020000000000000018,0
chocolate sauce,-0.020000000000000018,0
barbell,-0.020000000000000018,0
disk brake,-0.020000000000000018,0
dogsled,-0.020000000000000018,0
catamaran,-0.020000000000000018,0
burrito,-0.020000000000000018,0
dial telephone,-0.020000000000000018,0
cuirass,-0.020000000000000018,0
keeshond,-0.039999999999999925,0
ballplayer,-0.039999999999999925,0
fig,-0.039999999999999925,0
refrigerator,-0.039999999999999925,0
jacamar,-0.039999999999999925,0
jackfruit,-0.039999999999999925,0
rapeseed,-0.039999999999999925,0
recreational vehicle,-0.039999999999999925,0
pekinese,-0.039999999999999925,0
police van,-0.039999999999999925,0
totem pole,-0.039999999999999925,0
porcupine,-0.039999999999999925,0
african grey,-0.039999999999999925,0
harvestman,-0.039999999999999925,0
organ,-0.039999999999999925,0
grey whale,-0.039999999999999925,0
american coot,-0.039999999999999925,0
gordon setter,-0.039999999999999925,0
scoreboard,-0.039999999999999925,1
american egret,-0.039999999999999925,0
magpie,-0.039999999999999925,0
sandbar,-0.03999999999999998,0
home theater,-0.03999999999999998,0
promontory,-0.03999999999999998,0
safety pin,-0.03999999999999998,0
sliding door,-0.03999999999999998,0
thimble,-0.03999999999999998,0
carpenter's kit,-0.03999999999999998,0
common newt,-0.03999999999999998,0
lakeland terrier,-0.03999999999999998,0
isopod,-0.03999999999999998,0
rifle,-0.03999999999999998,1
american chameleon,-0.039999999999999994,0
eskimo dog,-0.039999999999999994,0
projectile,-0.04,0
iron,-0.04,2
pitcher,-0.04,8
soft-coated wheaten terrier,-0.04000000000000001,0
stopwatch,-0.04000000000000001,0
tiger cat,-0.04000000000000001,0
cowboy boot,-0.040000000000000036,0
banana,-0.040000000000000036,30
orangutan,-0.040000000000000036,0
cinema,-0.040000000000000036,0
guillotine,-0.040000000000000036,0
digital watch,-0.040000000000000036,0
kelpie,-0.040000000000000036,0
puck,-0.040000000000000036,0
granny smith,-0.040000000000000036,0
carbonara,-0.040000000000000036,0
tarantula,-0.040000000000000036,0
volleyball,-0.040000000000000036,0
oil filter,-0.040000000000000036,0
oscilloscope,-0.040000000000000036,0
ice lolly,-0.040000000000000036,0
theater curtain,-0.040000000000000036,0
dhole,-0.040000000000000036,0
snow leopard,-0.040000000000000036,0
sloth bear,-0.040000000000000036,0
lionfish,-0.040000000000000036,0
mobile home,-0.040000000000000036,0
triumphal arch,-0.040000000000000036,0
wombat,-0.040000000000000036,0
capuchin,-0.040000000000000036,0
lifeboat,-0.040000000000000036,0
pill bottle,-0.040000000000000036,0
magnetic compass,-0.040000000000000036,0
gong,-0.040000000000000036,0
christmas stocking,-0.040000000000000036,0
lacewing,-0.040000000000000036,0
trolleybus,-0.040000000000000036,0
model t,-0.040000000000000036,0
siberian husky,-0.040000000000000036,0
albatross,-0.040000000000000036,0
bow tie,-0.040000000000000036,0
go-kart,-0.040000000000000036,0
chimpanzee,-0.040000000000000036,0
accordion,-0.040000000000000036,0
sea snake,-0.05999999999999994,0
vulture,-0.05999999999999994,0
cardoon,-0.05999999999999994,0
tow truck,-0.05999999999999994,0
yurt,-0.05999999999999994,0
hamper,-0.05999999999999994,0
gasmask,-0.05999999999999994,0
dome,-0.05999999999999994,5
sarong,-0.05999999999999994,0
jigsaw puzzle,-0.05999999999999994,0
electric ray,-0.05999999999999994,0
fur coat,-0.05999999999999994,0
black-and-tan coonhound,-0.05999999999999994,0
three-toed sloth,-0.05999999999999994,0
neck brace,-0.05999999999999994,0
peacock,-0.05999999999999994,0
shopping cart,-0.05999999999999994,0
face powder,-0.05999999999999994,0
ski mask,-0.05999999999999994,0
chiton,-0.05999999999999994,0
liner,-0.05999999999999994,1
remote control,-0.05999999999999994,0
gondola,-0.05999999999999994,0
echidna,-0.05999999999999994,0
hen-of-the-woods,-0.05999999999999994,0
mosquito net,-0.05999999999999994,0
pool table,-0.05999999999999994,0
bloodhound,-0.06,0
vault,-0.06,0
carton,-0.06,0
boston bull,-0.06,0
windsor tie,-0.06,0
flute,-0.06,0
grocery store,-0.06,0
wok,-0.06,0
moving van,-0.06,0
ladle,-0.06,0
whistle,-0.06,0
letter opener,-0.06,0
band aid,-0.06,0
space bar,-0.060000000000000005,0
hand blower,-0.06000000000000001,0
briard,-0.060000000000000026,0
bee eater,-0.06000000000000005,0
spiny lobster,-0.06000000000000005,0
ground beetle,-0.06000000000000005,0
malamute,-0.06000000000000005,0
mountain tent,-0.06000000000000005,0
sealyham terrier,-0.06000000000000005,0
american lobster,-0.06000000000000005,0
head cabbage,-0.06000000000000005,0
acorn squash,-0.06000000000000005,0
rotisserie,-0.06000000000000005,0
giant panda,-0.06000000000000005,0
dowitcher,-0.06000000000000005,0
snowplow,-0.06000000000000005,0
loudspeaker,-0.06000000000000005,0
sulphur-crested cockatoo,-0.06000000000000005,0
space shuttle,-0.06000000000000005,0
pinwheel,-0.06000000000000005,0
polaroid camera,-0.06000000000000005,0
obelisk,-0.06000000000000005,0
guinea pig,-0.06000000000000005,0
malinois,-0.06000000000000005,0
wall clock,-0.06000000000000005,0
plate rack,-0.06000000000000005,0
apiary,-0.06000000000000005,0
shih-tzu,-0.06000000000000005,0
butcher shop,-0.06000000000000005,0
crock pot,-0.06000000000000005,0
norwegian elkhound,-0.06000000000000005,0
altar,-0.06000000000000005,1
ocarina,-0.06000000000000005,0
entlebucher,-0.06000000000000005,0
pay-phone,-0.06000000000000005,0
hermit crab,-0.07999999999999996,0
limousine,-0.07999999999999996,0
library,-0.07999999999999996,2
book jacket,-0.07999999999999996,0
breakwater,-0.07999999999999996,0
damselfly,-0.07999999999999996,0
bulbul,-0.07999999999999996,0
grand piano,-0.07999999999999996,0
turnstile,-0.07999999999999996,0
cicada,-0.07999999999999996,0
sturgeon,-0.07999999999999996,0
sulphur butterfly,-0.07999999999999996,0
gyromitra,-0.07999999999999996,0
anemone fish,-0.07999999999999996,0
dutch oven,-0.07999999999999996,0
red fox,-0.07999999999999996,0
croquet ball,-0.07999999999999996,0
tobacco shop,-0.07999999999999996,0
badger,-0.07999999999999996,0
harmonica,-0.07999999999999996,0
bassoon,-0.07999999999999996,0
menu,-0.07999999999999996,1
agaric,-0.07999999999999996,0
gibbon,-0.07999999999999996,0
hornbill,-0.07999999999999996,0
bittern,-0.07999999999999996,0
geyser,-0.07999999999999996,0
ringneck snake,-0.07999999999999996,0
rugby ball,-0.07999999999999996,0
carousel,-0.07999999999999996,0
bakery,-0.07999999999999996,2
lesser panda,-0.07999999999999996,0
minibus,-0.07999999999999996,0
tusker,-0.07999999999999999,0
hoopskirt,-0.08000000000000002,0
assault rifle,-0.08000000000000002,0
hognose snake,-0.08000000000000002,0
lens cap,-0.08000000000000002,0
bottlecap,-0.08000000000000002,0
french horn,-0.08000000000000002,0
thresher,-0.08000000000000002,0
beacon,-0.08000000000000002,0
oboe,-0.08000000000000002,0
sunglass,-0.08000000000000002,10
egyptian cat,-0.08000000000000002,0
bell cote,-0.08000000000000002,0
gazelle,-0.08000000000000002,0
steel drum,-0.08000000000000007,0
guacamole,-0.08000000000000007,0
tench,-0.08000000000000007,0
solar dish,-0.08000000000000007,0
gas pump,-0.08000000000000007,0
hyena,-0.08000000000000007,0
loggerhead,-0.08000000000000007,0
coffee mug,-0.08000000000000007,0
china cabinet,-0.08000000000000007,0
drilling platform,-0.08000000000000007,0
bull mastiff,-0.08000000000000007,0
bobsled,-0.08000000000000007,0
jay,-0.08000000000000007,0
harvester,-0.08000000000000007,0
balance beam,-0.09999999999999998,0
fireboat,-0.09999999999999998,0
marimba,-0.09999999999999998,0
chesapeake bay retriever,-0.09999999999999998,0
german short-haired pointer,-0.09999999999999998,0
custard apple,-0.09999999999999998,0
electric fan,-0.09999999999999998,0
fire screen,-0.09999999999999998,0
trench coat,-0.09999999999999998,0
dam,-0.09999999999999998,1
potpie,-0.09999999999999998,0
brown bear,-0.09999999999999998,0
corkscrew,-0.09999999999999998,0
brassiere,-0.09999999999999998,0
bookshop,-0.09999999999999998,0
abaya,-0.09999999999999998,0
binoculars,-0.09999999999999998,0
bath towel,-0.09999999999999998,0
bathing cap,-0.09999999999999998,0
rhodesian ridgeback,-0.09999999999999998,0
knee pad,-0.09999999999999998,0
american alligator,-0.09999999999999998,0
dungeness crab,-0.09999999999999998,0
rain barrel,-0.09999999999999998,0
racer,-0.09999999999999998,0
paddle,-0.09999999999999998,2
swimming trunks,-0.09999999999999998,0
paddlewheel,-0.09999999999999998,0
limpkin,-0.09999999999999998,0
padlock,-0.09999999999999998,0
king snake,-0.09999999999999998,0
schooner,-0.09999999999999998,0
panpipe,-0.09999999999999998,0
chambered nautilus,-0.09999999999999998,0
rubber eraser,-0.09999999999999999,0
kite,-0.1,2
bathtub,-0.1,0
stole,-0.1,0
pencil sharpener,-0.10000000000000003,0
fiddler crab,-0.10000000000000003,0
stage,-0.10000000000000003,7
ruffed grouse,-0.10000000000000009,0
fountain pen,-0.10000000000000009,0
stethoscope,-0.10000000000000009,0
shoe shop,-0.10000000000000009,0
colobus,-0.10000000000000009,0
fox squirrel,-0.10000000000000009,0
miniature pinscher,-0.10000000000000009,0
water buffalo,-0.12,0
cock,-0.12,0
coho,-0.12,0
sea lion,-0.12,0
leafhopper,-0.12,0
bullfrog,-0.12,0
grasshopper,-0.12,0
common iguana,-0.12,0
tibetan mastiff,-0.12,0
red-breasted merganser,-0.12,0
silky terrier,-0.12,0
bell pepper,-0.12,0
yorkshire terrier,-0.12,0
italian greyhound,-0.12,0
airship,-0.12,0
black-footed ferret,-0.12,0
harp,-0.12,0
trimaran,-0.12,0
running shoe,-0.12,0
picket fence,-0.12,0
stupa,-0.12,0
parallel bars,-0.12,0
oxygen mask,-0.12,0
espresso maker,-0.12,0
digital clock,-0.12,0
cleaver,-0.12,0
boathouse,-0.12,0
pickelhaube,-0.12000000000000002,0
greater swiss mountain dog,-0.13999999999999996,0
shetland sheepdog,-0.13999999999999996,0
banded gecko,-0.13999999999999996,0
military uniform,-0.14,0
blenheim spaniel,-0.14,0
basenji,-0.14,0
brabancon griffon,-0.14,0
long-horned beetle,-0.14,0
european gallinule,-0.14,0
groom,-0.14,1
table lamp,-0.14,0
cauliflower,-0.14,0
saluki,-0.14,0
racket,-0.14,3
arabian camel,-0.14,0
miniskirt,-0.14,0
hammerhead,-0.14,0
otterhound,-0.14000000000000007,0
curly-coated retriever,-0.15999999999999992,0
jaguar,-0.15999999999999992,0
english setter,-0.15999999999999992,0
brambling,-0.15999999999999992,0
standard poodle,-0.15999999999999998,0
howler monkey,-0.15999999999999998,0
tibetan terrier,-0.15999999999999998,0
chiffonier,-0.15999999999999998,0
sundial,-0.15999999999999998,0
macaw,-0.16000000000000003,0
steel arch bridge,-0.16000000000000003,0
bagel,-0.16000000000000003,0
envelope,-0.16000000000000003,0
