indices	origin_caption	counter_caption	BT_scores_org_pr_org_img	BT_scores_org_pr_counter_img	BT_scores_counter_pr_org_img	BT_scores_counter_pr_counter_img	BT_scores_org_pr_coco_img	BT_score_counter_pr_coco_img	BT_diff_per_origin_prompt_on_ldm	BT_diff_per_counter_prompt_on_ldm	BT_diff_per_origin_image_on_ldm	BT_diff_per_counter_image_on_ldm	BT_diff_per_origin_prompt_on_coco	BT_diff_per_counter_prompt_on_coco	BT_diff_per_coco_image	Clip_scores_org_pr_org_img	Clip_scores_org_pr_counter_img	Clip_scores_counter_pr_org_img	Clip_scores_counter_pr_counter_img	Clip_scores_org_pr_coco_img	Clip_score_counter_pr_coco_img	Clip_diff_per_origin_prompt_on_ldm	Clip_diff_per_counter_prompt_on_ldm	Clip_diff_per_origin_image_on_ldm	Clip_diff_per_counter_image_on_ldm	Clip_diff_per_origin_prompt_on_coco	Clip_diff_per_counter_prompt_on_coco	Clip_diff_per_coco_image	VILT_scores_org_pr_org_img	VILT_scores_org_pr_counter_img	VILT_scores_counter_pr_org_img	VILT_scores_counter_pr_counter_img	VILT_scores_org_pr_coco_img	VILT_score_counter_pr_coco_img	VILT_diff_per_origin_prompt_on_ldm	VILT_diff_per_counter_prompt_on_ldm	VILT_diff_per_origin_image_on_ldm	VILT_diff_per_counter_image_on_ldm	VILT_diff_per_origin_prompt_on_coco	VILT_diff_per_counter_prompt_on_coco	VILT_diff_per_coco_image
203095_2	a table that has all kinds of food on it	a table that has all kinds of things on it	4.382247447967529	1.960926413536072	2.938362836837769	4.432858943939209	2.7024331092834477	2.2812435626983643	2.421321034431457	1.4944961071014404	1.4438846111297607	2.471932530403137	0.7415066957473755	2.1516153812408447	0.421189546585083	28.777551651000977	29.101490020751957	25.779342651367188	29.003978729248047	20.915376663208008	20.44170570373535	-0.3239383697509765	3.22463607788086	2.998208999633789	-0.0975112915039062	-8.186113357543945	8.562273025512695	0.4736709594726562	6.969110012054443	4.607208728790283	2.0093140602111816	3.370697021484375	2.7196433544158936	0.4718070924282074	2.36190128326416	1.3613829612731934	4.959795951843262	-1.2365117073059082	-1.8875653743743896	2.898889929056168	2.247836261987686
203095_3	Pork and vegetables prepared on a cutting board and counter.	meat and vegetables prepared on a cutting board and counter.	6.226564884185791	6.07916784286499	5.89522123336792	6.087915420532227	6.089428424835205	5.866481304168701	0.1473970413208007	0.1926941871643066	0.3313436508178711	0.0087475776672363	0.0102605819702148	0.2214341163635254	0.2229471206665039	29.65266990661621	27.793296813964844	28.37433433532715	30.43764305114746	31.66811180114746	30.43614387512207	1.8593730926513672	2.0633087158203125	1.2783355712890625	2.644346237182617	3.874814987182617	0.0014991760253906	1.2319679260253906	8.340287208557129	9.054978370666504	9.778613090515137	10.109880447387695	10.163744926452637	10.399192810058594	-0.714691162109375	0.3312673568725586	-1.4383258819580078	1.0549020767211914	1.1087665557861328	-0.2893123626708984	-0.235447883605957
85823_0	Two horses grazing on grass in the sun 	Two horses grazing on grass in the field	5.787190437316895	5.943420886993408	4.798013687133789	5.093156814575195	2.136329412460327	1.321414351463318	-0.1562304496765136	0.2951431274414062	0.9891767501831056	-0.8502640724182129	-3.807091474533081	3.771742463111877	0.8149150609970093	33.55168151855469	31.354257583618164	31.31781768798828	31.101423263549805	24.02273941040039	25.266773223876957	2.1974239349365234	-0.2163944244384765	2.2338638305664062	-0.2528343200683594	-7.331518173217773	5.834650039672852	-1.2440338134765625	10.12912654876709	8.7103271484375	8.038270950317383	7.540165424346924	-0.0310395620763301	1.0530400276184082	1.4187994003295898	-0.498105525970459	2.090855598449707	-1.1701617240905762	-8.74136671051383	6.487125396728516	-1.0840795896947384
85823_1	A group of zebra standing on top of a grass covered field.	A pair of zebra standing on top of a grass covered field.	4.188099384307861	3.272877693176269	3.030617475509644	3.805786848068237	3.320110559463501	3.736559629440308	0.9152216911315918	0.7751693725585938	1.1574819087982178	0.5329091548919678	0.0472328662872314	0.0692272186279296	-0.4164490699768066	33.06781005859375	33.73910903930664	31.079042434692383	34.206817626953125	32.03645324707031	31.479476928710938	-0.6712989807128906	3.127775192260742	1.9887676239013672	0.4677085876464844	-1.702655792236328	2.7273406982421875	0.556976318359375	6.847736835479736	6.427112579345703	5.765591621398926	6.668539524078369	5.480558395385742	6.068796634674072	0.4206242561340332	0.9029479026794434	1.0821452140808103	0.241426944732666	-0.9465541839599608	0.5997428894042969	-0.5882382392883301
85823_3	This is a picture of zebras in a field.	This is a picture of zebras in a zoo.	2.051833152770996	1.7419008016586304	-4.722553253173828	2.93855881690979	2.4853317737579346	0.7637725472450256	0.3099323511123657	7.661112070083618	6.774386405944824	1.1966580152511597	0.7434309720993042	2.1747862696647644	1.721559226512909	33.40446853637695	30.59653091430664	30.578353881835938	34.062355041503906	31.098207473754883	31.0755615234375	2.8079376220703125	3.4840011596679688	2.826114654541016	3.4658241271972656	0.5016765594482422	2.9867935180664062	0.0226459503173828	0.1650429219007492	-0.9297762513160706	-8.595763206481934	1.396363615989685	4.462402820587158	-0.934417188167572	1.0948191732168198	9.99212682247162	8.760806128382683	2.326139867305756	5.392179071903229	2.330780804157257	5.39682000875473
85823_4	some zebras leaning down to eat some grass	some zebras leaning down to eat some meat	2.5035197734832764	3.184361219406128	-1.5622501373291016	0.0245218891650438	4.82429313659668	3.1099748611450195	-0.6808414459228516	1.5867720264941454	4.065769910812378	-3.159839330241084	1.6399319171905518	-3.085452971979976	1.7143182754516602	31.39901161193848	31.162324905395508	29.87501335144043	29.730466842651367	32.1613655090332	31.63839340209961	0.2366867065429687	-0.1445465087890625	1.5239982604980469	-1.4318580627441406	0.9990406036376952	-1.9079265594482424	0.5229721069335938	5.005718231201172	4.669487476348877	1.6217103004455566	1.9291105270385744	8.529600143432617	4.917261600494385	0.3362307548522949	0.3074002265930176	3.3840079307556152	-2.7403769493103027	3.86011266708374	-2.9881510734558105	3.612338542938232
369081_0	A group of horses are grazing in the field.	A couple of horses are grazing in the field.	4.809356212615967	3.097447156906128	3.011033773422241	4.6371283531188965	1.8937870264053345	-0.596958339214325	1.7119090557098389	1.6260945796966553	1.7983224391937256	1.5396811962127686	-1.2036601305007937	5.234086692333221	2.4907453656196594	32.90494155883789	32.048439025878906	29.55155372619629	32.15932083129883	31.0422306060791	27.847206115722656	0.8565025329589844	2.607767105102539	3.3533878326416016	0.1108818054199218	-1.006208419799805	4.312114715576172	3.1950244903564453	7.227527618408203	6.774798393249512	4.803625583648682	7.238666534423828	4.513082981109619	5.297850131988525	0.4527292251586914	2.4350409507751465	2.423902034759521	0.4638681411743164	-2.2617154121398926	1.9408164024353027	-0.7847671508789062
369081_1	Three horse running in the grass in a open area.	Three horse running in the dark in a open area.	5.896935939788818	4.408370494842529	3.7399556636810303	6.066840648651123	5.690131187438965	2.4618098735809326	1.488565444946289	2.3268849849700928	2.156980276107788	1.6584701538085938	1.2817606925964355	3.6050307750701904	3.228321313858032	32.98037338256836	31.83322525024414	30.32474899291992	35.58790588378906	31.65008354187012	28.072912216186523	1.1471481323242188	5.263156890869141	2.655624389648437	3.754680633544922	-0.1831417083740234	7.514993667602539	3.5771713256835938	9.243921279907228	3.87692141532898	4.58969259262085	10.666035652160645	9.829594612121582	-0.280042439699173	5.366999864578247	6.076343059539795	4.654228687286377	6.789114236831665	5.9526731967926025	10.946078091859818	10.109637051820757
369081_2	Three horse running through an open muddy field.	Three horse running through an open grass field.	5.469311714172363	1.9203068017959597	2.418999671936035	5.707001209259033	3.8983170986175537	5.638499736785889	3.549004912376404	3.288001537322998	3.050312042236328	3.7866944074630737	1.9780102968215945	0.0685014724731445	-1.740182638168335	31.36860466003418	29.53510284423828	29.73148727416992	32.34918975830078	30.44880104064941	31.41026496887207	1.8335018157958984	2.61770248413086	1.6371173858642578	2.8140869140625	0.9136981964111328	0.9389247894287108	-0.9614639282226562	3.1370646953582764	4.383386135101318	-1.1399025917053225	9.906394958496094	6.705097675323486	10.55624294281006	-1.246321439743042	11.046297550201416	4.276967287063599	5.523008823394775	2.321711540222168	-0.6498479843139648	-3.851145267486572
369081_4	some horse running around in a field 	some horse running around in a circle	4.785349845886231	3.160197257995605	3.5997097492218018	4.009208679199219	4.142283916473389	3.5118002891540527	1.625152587890625	0.409498929977417	1.1856400966644287	0.8490114212036133	0.9820866584777832	0.497408390045166	0.6304836273193359	33.198814392089844	27.18192672729492	31.206905364990234	30.40801239013672	27.132902145385746	27.179218292236328	6.016887664794922	-0.7988929748535156	1.9919090270996092	3.226085662841797	-0.0490245819091796	3.22879409790039	-0.0463161468505859	7.030361652374268	4.619991302490234	5.382082462310791	9.998290061950684	7.7159905433654785	3.1607797145843506	2.410370349884033	4.616207599639893	1.6482791900634766	5.378298759460449	3.095999240875244	6.837510347366333	4.555210828781128
148707_0	Two yellow fruits hanging on branches full of leaves. 	Two yellow fruits hanging on vines full of leaves.	6.037885665893555	6.156631946563721	5.76420783996582	6.134066104888916	5.297026634216309	5.201805114746094	-0.118746280670166	0.3698582649230957	0.2736778259277344	-0.0225658416748046	-0.8596053123474121	0.9322609901428224	0.0952215194702148	31.98519325256348	31.98436546325684	31.359413146972656	31.43780517578125	31.18377113342285	30.354875564575195	0.0008277893066406	0.0783920288085937	0.6257801055908203	-0.5465602874755859	-0.8005943298339844	1.082929611206055	0.8288955688476562	10.699195861816406	10.354878425598145	10.618972778320312	10.278239250183104	9.95207977294922	10.567330360412598	0.3443174362182617	-0.340733528137207	0.0802230834960937	-0.076639175415039	-0.4027986526489258	-0.2890911102294922	-0.6152505874633789
148707_2	A tree with lots of leaves and two lemons in it.	A tree with lots of apples and two lemons in it.	5.439826488494873	2.5488028526306152	2.746882438659668	5.270874500274658	5.788979530334473	3.031846523284912	2.891023635864258	2.5239920616149902	2.692944049835205	2.722071647644043	3.2401766777038574	2.239027976989746	2.7571330070495605	30.75937843322754	25.165271759033203	27.89535522460937	31.040668487548828	29.328588485717773	26.31756019592285	5.594106674194336	3.145313262939453	2.864023208618164	5.875396728515625	4.16331672668457	4.723108291625977	3.011028289794922	10.207759857177734	7.058735370635986	2.459383249282837	8.054651260375977	10.949920654296877	8.729549407958984	3.149024486541748	5.59526801109314	7.7483766078948975	0.9959158897399902	3.8911852836608887	-0.6748981475830078	2.22037124633789
148707_3	There is an orange growing in the tree.	There is an orange growing in the ground.	4.916167736053467	-2.420435667037964	-2.4724745750427246	5.484175682067871	4.808502674102783	0.3582150638103485	7.336603403091431	7.956650257110596	7.388642311096191	7.904611349105835	7.228938341140747	5.125960618257523	4.450287610292435	32.33942413330078	27.350595474243164	28.900047302246094	32.5461311340332	31.995826721191406	28.155961990356445	4.988828659057617	3.646083831787109	3.4393768310546875	5.195535659790039	4.645231246948242	4.390169143676758	3.839864730834961	10.089380264282228	1.053822040557861	3.6659862995147705	10.216757774353027	10.79869556427002	3.9059512615203857	9.035558223724363	6.550771474838257	6.423393964767456	9.162935733795166	9.744873523712158	6.310806512832642	6.892744302749634
148707_4	Fruit growing on trees on sunny day outdoors.	Fruit growing on vines on sunny day outdoors.	4.6870951652526855	4.7717604637146	2.857302665710449	5.102532863616943	3.3613383769989014	3.1077311038970947	-0.084665298461914	2.245230197906494	1.8297924995422363	0.3307723999023437	-1.4104220867156982	1.9948017597198489	0.2536072731018066	29.41032600402832	27.015045166015625	27.10299491882324	27.11492156982422	31.117660522460938	29.19852828979492	2.3952808380126958	0.0119266510009765	2.307331085205078	0.0998764038085937	4.1026153564453125	-2.083606719970703	1.919132232666016	10.821324348449709	10.53173542022705	6.986825466156006	7.900984764099121	9.282386779785156	7.989799976348877	0.2895889282226562	0.9141592979431152	3.834498882293701	-2.6307506561279297	-1.2493486404418943	-0.0888152122497558	1.2925868034362793
350148_0	A man taking a picture of plates of food.	A photographer taking a picture of plates of food.	6.044859409332275	5.713779926300049	6.143617153167725	6.195440769195557	6.065905570983887	6.040959358215332	0.3310794830322265	0.051823616027832	-0.0987577438354492	0.4816608428955078	0.3521256446838379	0.1544814109802246	0.0249462127685546	29.48922538757324	32.4057731628418	28.973276138305664	35.46064376831055	36.23136138916016	36.83145523071289	-2.9165477752685547	6.487367630004883	0.5159492492675781	3.05487060546875	3.82558822631836	-1.3708114624023438	-0.6000938415527344	4.345665454864502	6.570159912109375	5.334752082824707	7.290095806121826	6.777078151702881	6.7803874015808105	-2.224494457244873	1.9553437232971191	-0.9890866279602052	0.7199358940124512	0.2069182395935058	0.5097084045410156	-0.0033092498779296
350148_1	a man that is taking a picture of some food	a camera that is taking a picture of some food	4.152870178222656	3.1589863300323486	5.570224761962891	6.214780330657959	5.74180269241333	4.506552696228027	0.9938838481903076	0.6445555686950684	-1.4173545837402344	3.0557940006256104	2.582816362380981	1.7082276344299316	1.2352499961853027	28.211774826049805	26.65791130065918	28.78348922729492	29.578628540039062	35.33139419555664	34.427886962890625	1.553863525390625	0.7951393127441406	-0.5717144012451172	2.920717239379883	8.673482894897461	-4.8492584228515625	0.9035072326660156	5.340162754058838	0.4033470749855041	7.379177093505859	6.201714515686035	6.003567695617676	6.143023014068604	4.936815679073334	-1.1774625778198242	-2.039014339447021	5.798367440700531	5.600220620632172	0.0586915016174316	-0.1394553184509277
350148_2	A man is taking a picture of some sandwiches.	A photographer is taking a picture of some sandwiches.	5.429693222045898	5.920991897583008	4.276761054992676	6.045977115631104	6.275941371917725	6.257352352142334	-0.4912986755371094	1.7692160606384275	1.1529321670532229	0.1249852180480957	0.3549494743347168	-0.2113752365112304	0.0185890197753906	32.858699798583984	35.50667190551758	31.73651695251465	36.521087646484375	36.60907745361328	38.07855987548828	-2.6479721069335938	4.784570693969727	1.122182846069336	1.0144157409667969	1.1024055480957031	-1.5574722290039062	-1.469482421875	9.11800479888916	8.107439994812012	9.690820693969728	9.250147819519045	5.933332920074463	6.362144947052002	1.0105648040771484	-0.4406728744506836	-0.5728158950805664	1.1427078247070312	-2.174107074737549	2.888002872467041	-0.428812026977539
350148_3	A man taking a pic of a sandwich on a table	A man taking a pic of a sandwich on a sidewalk	3.883931159973145	2.034121036529541	0.5972385406494141	5.011998176574707	6.315379619598389	3.136636972427368	1.8498101234436035	4.414759635925293	3.2866926193237305	2.977877140045166	4.281258583068848	1.8753612041473389	3.1787426471710205	28.68809700012207	29.16506004333496	27.36673927307129	32.75667190551758	35.179561614990234	33.590972900390625	-0.4769630432128906	5.389932632446289	1.3213577270507812	3.591611862182617	6.014501571655273	-0.8343009948730469	1.5885887145996094	7.498509883880615	3.086744546890259	-4.6151323318481445	7.938056468963623	5.440454483032227	3.7359964847564697	4.4117653369903564	12.553188800811768	12.11364221572876	4.851311922073364	2.353709936141968	4.202059984207153	1.7044579982757568
350148_4	A man sitting in a restaurant photographs a sandwich.	A man sitting in a restaurant photographs a customer.	5.768799304962158	2.3968851566314697	-0.709919273853302	2.32702374458313	6.126040935516357	5.879082202911377	3.3719141483306885	3.036943018436432	6.47871857881546	-0.0698614120483398	3.729155778884888	-3.552058458328247	0.2469587326049804	30.59064102172852	26.72196388244629	27.3803768157959	29.20236015319824	35.50724029541016	32.09526062011719	3.8686771392822266	1.821983337402344	3.210264205932617	2.480396270751953	8.785276412963867	-2.8929004669189453	3.4119796752929688	8.85941219329834	2.0123865604400635	-3.706754922866821	-3.5630698204040527	3.674795866012573	-2.4250874519348145	6.847025632858276	0.1436851024627685	12.56616711616516	-5.575456380844116	1.6624093055725098	-1.1379823684692385	6.099883317947388
306437_0	A man riding a skateboard up a flight of steps.	A boy riding a skateboard up a flight of steps.	5.487794876098633	4.211092948913574	5.033358097076416	5.834169387817383	2.0332133769989014	2.2371838092803955	1.2767019271850586	0.8008112907409668	0.4544367790222168	1.6230764389038086	-2.177879571914673	3.5969855785369877	-0.2039704322814941	33.95557403564453	35.19379425048828	34.271427154541016	36.83504104614258	29.301002502441406	27.522933959960938	-1.23822021484375	2.5636138916015625	-0.3158531188964844	1.6412467956542969	-5.892791748046875	9.31210708618164	1.7780685424804688	8.2348051071167	8.562994003295898	8.575148582458496	9.420504570007324	5.440351486206055	5.595920085906982	-0.3281888961791992	0.8453559875488281	-0.3403434753417969	0.8575105667114258	-3.122642517089844	3.824584484100342	-0.1555685997009277
306437_3	A skateboarder tips his board up against the base of a sculpture.	A skateboarder tips his board up against the base of a tree.	2.719058036804199	0.9715470671653748	-4.886911392211914	4.8382487297058105	5.372939109802246	-2.164405345916748	1.7475109696388245	9.725160121917725	7.605969429016113	3.866701662540436	4.401392042636871	7.002654075622559	7.537344455718994	33.35562515258789	31.667858123779297	27.32572555541992	35.37897491455078	31.817119598388672	28.779279708862305	1.6877670288085938	8.05324935913086	6.029899597167969	3.711116790771485	0.149261474609375	6.599695205688477	3.037839889526367	8.448691368103027	3.753995895385742	1.7502598762512207	7.705780506134033	5.2989182472229	0.0702107548713684	4.694695472717285	5.9555206298828125	6.698431491851807	3.951784610748291	1.5449223518371582	7.635569751262665	5.228707492351532
306437_4	The man is practicing his moves on his skateboard.	The boy is practicing his moves on his skateboard.	3.1977055072784424	-0.3840983510017395	0.787642240524292	4.636531829833984	2.462141752243042	2.7590506076812744	3.581803858280182	3.848889589309693	2.4100632667541504	5.020630180835724	2.846240103244781	1.87748122215271	-0.2969088554382324	27.70063781738281	27.31072235107422	28.070533752441406	29.73293113708496	28.178607940673828	25.78845596313477	0.3899154663085937	1.662397384643555	-0.3698959350585937	2.422208786010742	0.8678855895996094	3.9444751739501953	2.3901519775390625	3.409510850906372	2.6908771991729736	3.210045099258423	3.442147970199585	3.496936559677124	3.6687099933624263	0.7186336517333984	0.2321028709411621	0.1994657516479492	0.7512707710266113	0.8060593605041504	-0.2265620231628418	-0.1717734336853027
464872_0	a couple of zebras that are running through some grass	a herd of zebras that are running through some grass	2.179002523422241	1.677276611328125	0.3379329144954681	2.0869252681732178	3.989938735961914	3.344606637954712	0.5017259120941162	1.7489923536777496	1.841069608926773	0.4096486568450928	2.312662124633789	-1.257681369781494	0.6453320980072021	33.57263946533203	32.95967483520508	31.96086883544922	32.62996292114258	32.5664176940918	30.44067001342773	0.6129646301269531	0.6690940856933594	1.6117706298828125	-0.3297119140625	-0.3932571411132812	2.189292907714844	2.1257476806640625	4.143836975097656	4.300816535949707	-2.919071674346924	3.0050196647644043	7.124324321746826	2.200242519378662	-0.1569795608520507	5.924091339111328	7.06290864944458	-1.2957968711853027	2.823507785797119	0.8047771453857422	4.924081802368164
